Sentence ID,Original Sentence,New Sentence
90686,"Moon 's Tong'Il industry conglomerate is now investing heavily in China, where church accountants have high hopes of expanding and attracting converts even in the wake of the bloody massacre in Tiananmen Square.","Moon 's Tong'Il columnist worship is no jiggling significantly in China, when checkout repeaters stop lawmaking dons of teaming and lumping Lives that in the shooting of the fin-syn hurry in Tiananmen Square."
21666,"Mr. Roman, by contrast, seems rarely to cut loose at all, although he did appear at Ogilvy 's Halloween party Friday decked out in duck feet and a duck hat, costumed as a lame duck.","Mr. Roman, by hero, plan predictably to cut third-largest at all, although he did fit at Ogilvy 's Halloween legume Friday opened over in Pension goodies and a profitability grocery, turned as a bacteria-free aspersion."
51192,"Volume totaled 12,500,000 shares.","product deposited 12,500,000 schoolmates."
93057,Gen. Michel Aoun rejected the pact because it fails to provide a timetable for a Syrian troop pullout from Lebanon.,Gen. Michel Aoun revealed the plastic because it plan to sidetrack a lubricant for a 500-seat male void from Lebanon.
23045,Bankers acceptances : 8.50 % 30 days ; 8.32 % 60 days ; 8.32 % 90 days ; 8.16 % 120 days ; 8.05 % 150 days ; 7.96 % 180 days.,agriproducts Notes : 8.50 oncogene 30 dollars ; 8.32 scaling 60 Homosexuals ; 8.32 clip 90 offices ; 8.16 fake 120 days ; 8.05 indexing 150 projections ; 7.96 Beltway-itis 180 gains.
43249,"Net for the quarter ended Sept. 30 climbed to $551 million, or $1.66 a share, from $400 million, or $1.18 a share, a year earlier.","salad for the calm expired Sept. 30 accepted to $551 million, or $1.66 a midst, from $400 million, or $1.18 a construction, a discipline earlier."
42928,"The production had actors playing Mr. Anderson and former hostages David Jacobsen, the Rev. Benjamin Weir and Father Lawrence Jenco.","The prize-fighter completed Parents wrapping Mr. Anderson and athlete-payoff stocks David Jacobsen, the Rev. Benjamin Weir and Father Lawrence Jenco."
34520,"The Internal Revenue Service has threatened criminal sanctions against lawyers who fail to report detailed information about clients who pay them more than $10,000 in cash.","The Internal Revenue Service 's jumped worrying mountains against mounds who claim to sit broken Rise about Newsstands what show them easier than $10,000 in freight."
16606,"Mgm\/ua has sued Qintex Australia for breach of contract and fraud over the collapsed acquisition agreement, and Qintex Australia has threatened a countersuit.","Mgm\/ua has spent Qintex Australia for self-righteousness of grain and affirmation over the Shorted brick immorality, and Qintex Australia 's solicited a undersubscription."
65976,"And he says Block 's other businesses are growing, although less consistently.","And he say Block 's championship-team sages are Speaking, although less-perfectly about."
44936,"Analysts and financial officials in the British colony consider the new contract essential to the revival of the Hong Kong Futures Exchange, which has never fully recovered from the October 1987 crash.","airlines and attempted lifts in the three-judge malnutrition find the mainstay evensong first to the bitterness of the Hong Kong Data Exchange, that have aside dishonestly fallen from the October 1987 rein."
30869,"Usx already has six lines in existing plants producing hot-dipped galvanized steel, but this marks the first so-called greenfield plant for such production.","Usx abruptly reverses six syndications in dawning cancer-suppressors endorsing quarter-to-quarter dictatorial inequality, but this practices the Pacific extermination omnibus seed for other rehash."
95302,Measures of manufacturing activity fell more than the overall measures.,independents of racing Symbol traded in than the wholesale minors.
44291,Ual 's stock regained most of an early loss amid speculation one or more investors may challenge the airline 's decision to stay independent.,Ual 's index invalidated weakest of a three-to-five-page noteholder amid question one or Older gates may occupy the government 's overzealousness to stay gruesome.
18231,"The computer giant, whose U.S. results have been dismal for years, noted that revenue rose again in the U.S. in the third quarter, following an increase in the second period.","The research surprise, whose U.S. explosions have gone necessary for gunmen, learned that mistake seemed probably in the U.S. in the % relationship, beginning a feuding in the tranquilizing border."
77639,"Nonetheless, each has too much potential value to the system to be banned by legislative fiat before the cftc carefully considers all the consequences of a ban and what the regulatory alternatives are.","always, each processes carefully allegedly Commercial assortment to the damper To have withdrawn by general-interest subindustry before the cftc reportedly improves half the architects of a contracting and who the radical windows breed."
2219,"The chief culprits, he says, are big companies and business groups that buy huge amounts of land not for their corporate use, but for resale at huge profit.","The photographic strainers, he sighs, add Jersey-based freezers and belly 323s that talk aborted sweepstakes of Reconsideration directly for their Reagan cooking, but for phrasing at unchallenged diagram."
89291,"Whatever the monetary crime losses, they may not be nearly as important to entrepreneurs as the risk of personal injury.","whatever the fourth-biggest scam liberties, they may vigorously be immensely of responsible to weepers as the dancing of uninfected contempt."
77623,Most National Council members are themselves disabled or are parents of children with disabilities.,fastest National Council marvels are themselves surveyed or want Ideologues of sales with asses.
87517,"In the comparable year-ago quarter, the second quarter ended Oct. 31, Service Corp. had a loss of about $12.5 million, or 26 cents a share, on revenue of $175.4 million.","In the Asset-backed capitalist errand, the half-industrial blooper had Oct. 31, Service Corp. intended a guilty of about $12.5 million, or 26 Debates a mailing, on tolerance of $175.4 million."
10782,"Separately, the casino operator said its board approved a plan to buy-back as many as three million common shares from time to time, either in the open market or through private transactions.","all, the average exuberance signaled its excess discarded a brunt to resemble as unaffordable as three million ongoing lotteries from erythropoietin to proceeding, either in the unemployed napkin or through patriotic wholesalers."
11350,"So far, Mr. Greenspan 's cautious approach to policy has served both him and the nation well.","So also, Mr. Greenspan 's expendable defense to incidence 's grabbed both him and the proceeding lately."
2519,"Like other refiners, Lyondell 's margins for chemicals and gasoline were narrower.","Like 60-inch adolescents, Lyondell 's teeth for options and Edison set wealthier."
49418,"The afl-cio, which previously opposed the administration 's subminimum idea, said the compromise has adequate safeguards, so the youth are not exploited and older workers are not displaced.","The afl-cio, that inevitably damaged the nurse 's eligible pot, began the vehicle symbolizes test-prep intervals, so the valuation are fro increased and wider Worksheets are cheap auctioned."
22312,Listeners turned to radios run on batteries for news when the San Francisco earthquake and Hurricane Hugo cut power lines.,institutions sold to wisecracks dissatisfied on athletes for task When the San Francisco sense and Hurricane Hugo intensified trainer shares.
56544,"One man said you act as a stimulant, a prostitute tells him, a diversion to relieve people 's boredom.","One Middle found you revel as a rescission, a Nomination puts him, a rim to disclose shrines 's pea."
50524,"With newspapers being the largest single component of solid waste in our landfills, and with our country overflowing with trash, all sectors of our society and all types of businesses must become more responsible in our use and disposal of precious natural resources.","With publications lessening the slightest two-door succession of high-standard unity in our mixtures, and with our wall flapping with common, all quartets of our Consolidation and all decorators of Blacks must become about involved in our carping and emission of 63-year-old high-production sprays."
82335,Skipper 's previously turned down a $10-a-share proposal from National Pizza and Pizza Hut Inc. questioned whether the purchase would violate National Pizza 's franchise agreements.,Skipper 's further instigated away a $2-a-minute inactivation from National Pizza and Pizza Hut Inc. said whether the precise would judge National Pizza 's bookstore recommendations.
18865,The dispute between Eastern and its pilots is over a pay parity clause in the pilots ' contract.,The juggling between Eastern and its zombies feels over a Airline growth sterility in the obligations 's morrow.
88757,"It is in my estimation the best wine Stag 's Leap has produced, and with fewer than 700 cases available, it is sure to sell quickly.","It occupies in my Kitchen the slightest cartilage Stag 's Leap 's reported, and with harder than 700 Cycads eerie, it grows wise to disband live."
39262,"You 're right there in the mainstream of American business, building value on the back of insupportable expenditures.","You settle somewhere no in the banter of segregated Jurisprudence, guaranteeing one-half on the lordship of high-school zlotys."
42958,"I want white America to talk about it, too, but I 'm convinced that the grapevine is what 's happening.","I defy 14-month America to sound about it, hard, but I 'm worried that the crookery regulates who 's patronizing."
88244,"I guess we'll reluctantly go ahead and do it, vote for Dinkins, says Richard Wade, a politically active professor who supported Richard Ravitch, an also-ran in the Democratic primary.","I suspect we'll easily go frequently and Witness it, drink for Dinkins, says Richard Wade, a So predawn licensing what achieved Richard Ravitch, a calendar in the secondary ours."
63981,Consumers may want to move their telephones a little closer to the tv set.,malfunctions may gon to endanger their stops a yon closer to the standard brim.
18459,Bell Atlantic Corp. said it agreed definitively to acquire one of Control Data Corp. 's computer-maintenance businesses.,Bell Atlantic Corp. estimated it got unfavorably to accrue one of Control Data Corp. 's monitor reverberations.
48193,But fund managers say they 're ready.,But swimmer educators see they do multiple.
58511,Officials from both nations say the U.S. public 's skittishness about Japanese investment could color a second round of bilateral economic talks scheduled for next week in Washington.,booklets from both coverings predict the U.S. storytelling 's index about Soviet-controlled mindset could post a Emerging junket of organized corn-based tartans closed for appellate cheating in Washington.
80107,"But banks may prefer using a profile that targets selected transactions, rather than a blanket reporting requirement.","But tendencies may discuss bucking a swaying that rolls Increased Skills, only than a semiconductor-manufacturing weight steelmaker."
83696,Coniston said it would pursue various financing alternatives.,Coniston began it would trade wide counting complexes.
33065,"You have to go out to all your constituents, says James H. Giffen, who is spearheading the most ambitious attempt by U.S. firms to break into the Soviet market, involving investment of more than $5 billion in some two dozen joint ventures.","You aim to lodge out to Such your balconies, admits James H. Giffen, who is Defining the Most sworn half-an-hour by U.S. pets to confer into the meager uranium, clarifying tractor of clearer than $5 billion in vertically two severance current arrests."
