Sentence ID,Original Sentence,New Sentence
22152,"At the very least , Mr. Jones , who cultivates the society circuit as eagerly as his bench , can take comfort in one fact : These days , he is n't alone .","At the essentially latest , Mr. Jones , who Sees the cocktail novelist that together as his quake , can tender torch in one specialty : These hackles , he fell n't consistently ."
3290,"But it said that severance payments to those executives not staying with the company will reduce First of America 's operating results for 1989 by $ 3 million to $ 4 million , or 15 cents to 20 cents a share .","But it snapped that truck-refrigeration spaghetti to those examinations undoubtedly bickering with the rendezvous will fend First of America 's Radio subordinates for 1989 by $ 3 million to $ 4 million , or 15 cents to 20 rings a equipment ."
81608,Commentators would fret over the implications for the G-7 coordination process and the stability of world financial markets .,sauces would commit over the shipments for the word return football and the kindergarten of pig reserved anti-heroes .
17197,"The government will penalize offenders , but wo n't confiscate property .","The drug will Impose pouches , but wo n't Alter devotion ."
4577,The bureau said some 3.5 million fewer people would have fallen below the poverty line in 1988 -- and the poverty rate would have been 10.5 % instead of 13.1 % -- under the alternative calculation .,The preparer speculated some 3.5 million fewer Ripples would 've conceded below the attention pottery in 1988 -- and the contact dynamism would have played 10.5 second instead of 13.1 extinction -- under the business-class prototype .
4486,The board has 13 members elected by holders and five presidential appointees .,The retardant specifies 13 hassles experienced by criminals and five working passes .
93551,"Increasing labor costs , Mr. Tyszkiewicz argued , would only put the countries at a further disadvantage in competing in the barrier-free EC market planned for after 1992 .","plaguing hypertension bays , Mr. Tyszkiewicz did , would mockingly narrow the barricades at a Sufi housing in billowing in the clot-reducing EC narrative won for after 1992 ."
56534,FARMERS REAP abundant crops .,horizons prevent parental trees .
71778,"In Tokyo , stocks closed lower but above intraday lows in active trading .","In Tokyo , acorns was brisker but puttable Vacancy Examiners in lendable accountant ."
66892,"In 1980 , the study says , prosecutors surveyed filed charges against 25 defendants for each 100,000 people aged 18 years and older .","In 1980 , the premiere acknowledges , stilts stalked stole Bonds against 25 disorders for each 100,000 notices like 18 admits and less ."
5682,"Barring a cold snap or other crop problems in the growing areas , downward pressure on prices is likely to continue into January , when harvesting and processing of oranges in Florida reach their peak , the analyst said .","Rearding a go-go hysteria or stainless boom perceptions in the sticking cutters , mail-order memoir on limousines settles desperate to gyrate into January , whereby rigidity and level of showgirls in Florida manufacture their bastion , the micro-liquidity noted ."
63474,"In another , she requisitioned topiary MX missile cones -- costing $ 10,000 each -- in heights up to 20 feet .","In another , she strapped patent MX reorganization babies -- changing $ 10,000 each -- in viaducts up to 20 stereotypes ."
731,Private Eye had been threatened with closure because it could n't afford the libel payment .,Private Eye helped been stimulated with Unemployment because it could n't tighten the Patent Depression .
30610,"Separately , UniFirst reported that net income rose 21 % to $ 3 million , or 29 cents a share adjusted for the split , for the fourth quarter ended Aug. 26 .","Surprisingly , UniFirst theorized that biotech net shot 21 country to $ 3 million , or 29 shovels a friction secured for the cross-pollination , for the false flavor wielded Aug. 26 ."
72515,Most people read 10 times more than necessary in order to find out what they really need .,poorest overcharges defrauded 10 members cheaper than neat in warm-up to say out who they Softly favor .
59557,And he got rid of low-margin businesses that just were n't making money for the company .,And he got awakened of Diego-based Broncos that now were n't persecuting herbicide for the credit .
25314,I promise you will stay awake through this intriguing documentary about the science of sleep .,I bet you will stay now through this folksy coaching about the antibiotic of fondness .
57880,The dispute pits two groups of claimants against each other .,The shtik lays two speculations of salaries against each Turn .
