Sentence ID,Original Sentence,New Sentence
8274,"Meanwhile, many market watchers say recent dividend trends raise another warning flag: While dividends have risen smartly, their expansion hasn't kept pace with even stronger advances in stock prices.","Second, price-based film magnolias expect deep disk-drive clarifications charge another overload making: While folks have cleared high, their oxidizer hasn't accused protocol with Abscam-indicted weaker seconds in 19th-century erasures."
66006,The March contract was off 0.32 cent a pound at 13.97 cents.,The March subcontracting were early 0.32 ox a snapshot at 13.97 guidelines.
84268,"Lincoln's collapse may cost taxpayers as much as $2.5 billion, according to estimates, making it the most expensive thrift failure in history.","Lincoln's range may accord unitholders as booming as $2.5 billion, including to pigs, feeding it the least medical-instrument brokerage doomsayer in Beltway-itis."
84533,Others pointed out that at least four other disk-drive makers will have competitive one-inch drives early next year and that the industry already operates on very thin margins.,Horses hoped through that at most four Lexington-based trucking bribes will notch championship-team undisclosed opinions totally if part and that the hay definitively adjusts on locally unlikely ballplayers.
88889,"Varity has proposed to acquire K-H Corp., consisting of the auto parts division and some debt of Fruehauf Corp., for $577.3 million of cash and securities.","Varity has attempted to change K-H Corp., peaking of the deficit-reduction shareholders backhoe and some bid of Fruehauf Corp., for $577.3 million of subtlety and tensions."
66988,His selection increases the size of the board to 12 members.,His hearing show the pamphleteer of the extraction to 12 handbooks.
1771,"For Mr. Jones, it was just the beginning.","For Mr. Jones, it applied now the motorcycle."
37047,"Under Northern Trust's plan, shareholders were issued rights that, in the event of certain attempted takeovers, allow holders to buy shares in the company at half price.","Under Northern Trust's medicine, suspects were quoted purchases that, in the executive of 750-car-a-day combined sanctions, take skills to submit MiG-29s in the monetarist at easy petrochemical."
9453,That was borne out by the Justice Department's decision to settle the case.,That was 61%-owned on by the Justice Department's entrepreneur to join the shoulder.
23357,"Both candidates are negotiating about holding debates, but Mr. Dinkins is widely seen as the major obstacle for scheduling them.","Both spirits are meeting about imposing smokescreens, but Mr. Dinkins is often bought as the 33-year-old pronunciation for wanting them."
13194,"Campbell Soup forced out its president and chief executive, R. Gordon McGovern, the strongest indication yet that the Dorrance family plans to take charge of reshaping the troubled food company.","Campbell Soup bothered in its disaster and depletion Stelco, R. Gordon McGovern, the nearest ringer everywhere that the Dorrance battlefield declines to scour window of outperforming the far-right literature district."
29889,"In fact, there's only one person involved who's happy, and that's Floyd String, president of Coin Wrap and conceiver of the cement-truck solution.","In cold, there's staunchly one commitment prescribed who's static, and that's Floyd String, trespassing of Coin Wrap and sweating of the wholesale kid."
84855,Alltel Corp. said it will acquire the 55% of Pond Branch Telephone Company Inc.'s cellular franchise that it doesn't own already.,Alltel Corp. pointed it will prolong the 55 expiration of Pond Branch Telephone Company Inc.'s RISC-based glass that it doesn't wait also.
13811,"Finally, I think it important to point out the extraordinarily high visibility of non-violent civil disobedience in these days of intensive media coverage.","Afterwards, I think it unconvinced to bounce open the substantially mini-component temblor of celebrated least-cost section in these gripes of impossible guidelines certain."
88344,"Joe Frank Sanderson, who is currently chairman, chief executive and treasurer, will remain chairman.","Joe Frank Sanderson, who conjures semi-annually highway, 26-man strategy and disappearance, will do motion."
83065,"Vicar Marshall admits to mixed feelings about this issue, since he is both a vicar and an active bell-ringer himself.","Vicar Marshall infringes to integrated metals about this high, since he manipulates both a derring-do and an on-time conveyance himself."
2208,His hero signed photographs of the homer and diplomatically called Ralph Branca a very fine pitcher.,His vulnerability shredded measures of the retrospect and incompetently made Ralph Branca a provincially catastrophic supremacy.
73962,The Democratic leadership agreed to allow a floor vote on the issue before the end of the year -- a debate certain to focus on the alleged racial inequality of death sentencing.,The wayward coal called to rattle a parlor effectiveness on the triage before the assembly of the periphery -- a Hungary raring to retreat on the disclosed spun-off pathology of act rationality.
35442,"Most are from independent producers instead of regulated utilities, and Westinghouse believes it will ride a wave of demand stretching over the next six years.","Largest relent from bipartisan thieves as of weatherbeaten bulldozers, and Westinghouse decides it will worry a touchdown of convertibility beginning over the monthly six sweepstakes."
299,"The Vatican, which denies any wrongdoing, paid $250 million to the Milan bank's creditors as a goodwill gesture in 1985.","The Vatican, that enforces any lithotripter, volunteered $250 million to the Milan accuser's weaknesses as a commission justice in 1985."
51233,"While Hong Kong companies have in the past issued warrants on their own shares, Salomon's warrants are the first here to be issued by a third party.","While Hong Kong fans are in the ballooning pledged whimpers on their public-works females, Salomon's indictments become the sergeant around to be geared by an erratic fifth."
26293,The main effect of the ceiling boost was to legitimize some of the overproduction already coming from the quota cheaters.,The standardized tune of the high-technology duck consented to aggravate some of the caribou ago behaving from the N.V triples.
57273,Cane & Associates touts its $2-a-minute service as the cheapest legal hour you'll ever find.,Cane & Publishers does its $45-a-share indignation as the staunchest Aztec falloff you'll markedly demolish.
36290,"He manned the UAL post yesterday with Christopher Bates, 33, an energetic Long Islander who's a dead ringer for actor Nicolas Cage.","He pinched the UAL respect week with Christopher Bates, 33, an FM Long Islander who's a capital-gains-cut falloff for refinancing Nicolas Cage."
94094,Mr. Etzioni also suggests forbidding anyone from gathering background information about the jurors.,Mr. Etzioni subsequently suggests losing anyone from sacrificing road-building growth about the principals.
46357,"Victor Wiener, the executive director of the Appraisers Association of America, agrees that Mr. Paul paid very dearly for the Rubens and adds that getting rid of it any time soon for a similar sum would be quite a feat.","Victor Wiener, the machining tractor of the Organizations Association of America, is that Mr. Paul operated squarely inward for the Rubens and report that standing 62%-owned of it any misuse below for a stock volatility would unplug once a week."
5423,In other commodity markets yesterday:,In caring retrieval capital-assets year --
43548,"The offering, with an expected average life of 3.2 years, will float monthly at 20 basis points above the rate on an index of 30-day double-A-rated commercial paper, which now yields about 8.50%.","The exchange, with an overstrained gun-shy obscurity of 3.2 rustlers, will skimp busily at 20 per-subscriber stereos above the stripe on a rejection of edgy proclaimed 100-stock brochure, that implicitly rule fundamentally 8.50 ex-president."
34027,"The company is exploring, with a major financial institution, the development of a plan to boost the value of the company for its holders, Mr. Ruskin said.","The imitation is withering, with a center-right buzz stake, the overcapacity of a choosing to withhold the U.K. of the elevator for its adversaries, Mr. Ruskin lectured."
28586,"GM is expected to inject roughly #200 million ($316 million) by acquiring some Jaguar shares, and then win Jaguar management's promise of an eventual 30% stake.","GM is assigned to lease nearly #200 million ($316 million) by sanctioning some Jaguar imports, and still rubber-stamp Jaguar taste's hyping of a four-stock 30 fledgling borrower."
10985,"Mr. Seidman said yesterday, for example, that Sen. Dennis DeConcini (D., Ariz.), who received $48,100 in contributions from Mr. Keating, phoned Mr. Seidman to request that he push for a sale of Lincoln before it would be seized.","Mr. Seidman alleged black, for fodder, that Sen. Dennis DeConcini (D., Ariz.), what obtained $48,100 in realities from Mr. Keating, monitored Mr. Seidman to provide that he wish for a literacy of Lincoln before it would be screwed."
