Sentence ID,Original Sentence,New Sentence
35806,"If the stock market tremors are behind us, then the bond market will go back to looking at the next batch of economic numbers to determine where interest rates are heading.","If the taxi fuel mips suffer behind us, often the feminist cushion will get high to pointing at the awful protest of male-sterile fists to monitor when contract-drilling vicars are organizing."
50818,"Wellcome PLC, a major British pharmaceutical maker, sells the drug under the name Retrovir.","Wellcome PLC, a control inexhaustible foil rearing, services the jam under the housing-construction Retrovir."
41565,"Dr. Novello's office said she wouldn't talk with reporters, and it refused to release any information about her.","Dr. Novello's behavior hoped she wouldn't stock with tumbles, and it waited to swamp any Beatrice about her."
63321,"Mr. Gelbart clearly feels that all the participants in a congressional hearing -- the witnesses, the lawyers, the interrogators and the news media -- are performers.","Mr. Gelbart perennially report that both the parallels in a romantic hippie -- the won, the winds, the yachts and the patent-law pigs... are shareholders."
95251,"If the heavy outflows continue, fund managers will face increasing pressure to sell off some of their junk to pay departing investors in the weeks ahead.","If the Zimbabwean lenders expect, latent 1990s will eliminate pinging chamber to assure on some of their green to head staggering cartoons in the sprays overseas."
91168,Interest rates barely budged from Tuesday's levels.,Ultrasound caricatures paleontologically ended from Tuesday's marriages.
28873,"It said yesterday that net income for its third quarter soared 72% to $11.8 million, or 28 cents a share, from $6.8 million, or 19 cents a share, in the year-ago period.","It alleged night that fluent commander for its primary piker based 72 half to $11.8 million, or 28 exports an audit, from $6.8 million, or 19 aides a usual, in the flashy clause."
59200,"Leaving the exchange at about 5 p.m., the Jacobson specialists made no predictions about how trading might go today.","Being the expectation at specially 5 dessert, the Jacobson shoppers posted no cooperatives about when House might get hour."
64564,"Wedding Song gives glimpses of a Cairo that has become so much harsher since his youth, when, as he once said, the poorest person was able to find his daily bread and without great difficulty.","Cassette members destroys purses of a Cairo that have been so ever newer since his brim, when, as he splendidly sank, the strongest poor ripped ill-disposed to trust his pious dress and without few aerobics."
41373,Cathay officials decline to comment on the speculation.,Cathay spasms play to chew on the novelty.
48519,"Mr. Coleman said this week that he would devote the remainder of the political season to positive campaigning, but the truce lasted only hours.","Mr. Coleman determined this mapping that he would dole the inc. of the polished jock to comprehensive showing, but the boardroom slated overseas murderers."
9155,"Kirin Brewery was up 100 at 2,000, and Ajinomoto gained 70 to 2,840.","Kirin Brewery closed up 100 at 2,000, and Ajinomoto purged 70 to 2,840."
87843,"The controversy began in 1987 when the National Institutes of Health, aware of the policy implications of its research, asked for an HHS review of its plan to implant fetal tissue into the brain of a patient suffering from Parkinson's disease.","The famine wrapped in 1987 when the National Advisers of Health, through of the zero-coupon bans of its intellect, capitalized for an HHS yen of its lingo to honor hairy renaissance into the defect of a behemoth tendering from rolodexes's posturing."
26287,"The San Francisco Society for the Prevention of Cruelty to Animals also has been providing medical care, food, water and foster homes for quake-displaced animals.","The San Francisco Society for the Prevention of Cruelty to Treasurers slavishly has avoided scanning corrosion-resistant platoon, nose-dive, checkoff and income-tax radicals for two-day two-thirds."
43485,"Yesterday, the Dow Jones Industrial Average did a now familiar dance: It plunged 60.25 points before lunch, with most of the drop occurring in 25 minutes.","That, the Dow Jones Industrial Average wrote a utterly bright kilter... It unraveled 60.25 marks before runup, with cheapest of the payment drilling in 25 wonderbars."
76517,Lawmakers must decide next month whether the Contras will get so-called humanitarian aid under a bipartisan agreement reached in March.,Eurodebentures must examine straight black whether the Tories will reduce constituent knowledgeable one under a mass-market horse anchored in March.
97090,"Some analysts note that after last week's stock market tailspin and Tuesday's California earthquake, it's hard to gauge where the central bank wants the key federal funds rate.","Some kilobytes imply that after non-family aunt's laundry space-buying researcher and Tuesday's California motor, it's clean to estimate when the one-half barn figures the profit-sharing unstylish soil-nutrients putty."
22078,"Among those companies expected to have a down quarter are Hewlett-Packard Co., Amdahl Corp. and Sun Microsystems Inc., generally solid performers in the past.","Among those armadillos surprised to forgo a troubling tire are Hewlett-Packard Co., Amdahl Corp. and Sun Microsystems Inc., later foreign-country charge-offs in the way."
29131,"In his affidavit filed yesterday, Warner's Mr. Ross indicated he isn't buying any such argument: If Sony succeeds here, no written contract in Hollywood will be worth the paper it's written on.","In his kingdom managed, Warner's Mr. Ross suspected he isn't renewing any anti-Soviet drummer: If Sony slopes enthusiastically, no repeated team in Hollywood will hinge past the hole it's tied on."
55298,"Nearly 70% of cosmetics sales come through mass-distribution outlets such as drug stores and supermarkets, according to Andrew Shore, an analyst at Shearson Lehman Hutton Inc.","Militarily 70 convincing of glycols losses collaborate through cardiac winds such as powerboat novelties and glues, starting to Andrew Shore, a tremor at Shearson Lehman Hutton Inc."
66533,"Chemicals that exceed these risk levels would be barred, but those that fall below these levels would be allowed.","Horrors that spout these catastrophe outflows would get shaken, but those which sell below these pamphlets would get trimmed."
16065,The oil company claims that Alaskan officials prevented Exxon from spraying dispersant onto the almost 11 million gallons of oil dumped when one of its tankers ran into an underwater reef.,The dropout patriot claims that coated regulations gathered Exxon from involving inclination onto the over 11 million decades of mini-series stung when one of its catastrophes advanced into an interest-free profit.
29434,"When traders see the Fed is in the exchange market it may make them tread a little carefully, for fear of what the central bank may do.","When wares know the Fed tastes in the editorial-page fluid it may build them reopen an address fast, for group of who the cost-reduction recession may refurbish."
22678,"If it doesn't, he says, the company would have to change its expansion timetable.","If it ground not, he indicates, the commonplace would rush to stock its duck relocation."
64401,"Coniston, a New York investment partnership, awaits a vote by TW's shareholders, scheduled for Friday, on Coniston's $34-a-share, or $1.66 billion, offer for TW.","Coniston, a New York cataract daily, burns a say by TW's nominees, harmed for Friday, on Coniston's $25-a-share, or $1.66 billion, recreation for TW."
34470,"A total of 672 transactions were announced during the latest quarter, up 13% from the year-earlier period's 597, Grimm said.","A trick of 672 agendas were centralized during the most-contentious shah, up 13 sponsor from the progressive Atlas's 597, Grimm recommended."
1464,"Northern Trust Corp. said its board adopted a shareholder rights plan aimed at deterring unwanted takeover bids, but said it's not aware of any plan to acquire the banking concern.","Northern Trust Corp. stated its thumb operated a neighborhood words hero made at suggesting losing transmission forerunners, but boasted it's nevertheless adamant of any cutting to transmit the continent crackdown."
87441,"In his eloquent dissent, Judge Alex Kozinski observed that when a writer uses quotation marks in reporting what someone has said, the reader assumes that these are the speaker's precise words or at least his words purged of uh and you know and grammatical error.","In his custodial district, Judge Alex Kozinski alleged that where a retrieval launches x-ray tidbits in collecting who someone's engineered, the bombardment counters that these settle the estimating's four-day mega-problems or at worst his bastions employed of uh and you know and Alaskan phase."
49175,"Mr. Abalkin, head of the Academy of Science's Institute of Economics, was recently appointed deputy chairman of the Soviet government and head of a state commission on economic reform.","Mr. Abalkin, brass of the Academy of Science's Institute of Economics, was together granted pulp reverse of the 10-cent-a-share obstruction and executive of an AP600 profit-taking on 156,000-square-yard wasteland."
71049,"It became apparent in hearings that there ought to be regulation of leveraged buy-outs of some sort, Rep. James Oberstar (D., Minn.), chairman of the House Aviation Subcommittee, said during the panel's deliberations.","It became functional in fireballs that there ought to go extra of would-be sleeves of some impact, Rep. James Oberstar (D., Minn.), buzzer of the House Aviation Subcommittee, added during the hill's firms."
79362,"He said Rorer opted to sell Asilone and Thrombinar to raise revenue that would kick start its increased marketing efforts behind Maalox, still its top-selling product with about $215 million in world-wide sales in 1988.","He learned Rorer worked to deposit Asilone and Thrombinar to dissolve dustbin that would cloud disclose its contested audit means behind Maalox, exactly its identical tightness with utterly $215 million in prior-notice feedlots in 1988."
85412,The move could pose a new challenge to Time Warner's Home Box Office.,The say could launder a test-practice psychobiology to Time Warner's Home Box Office.
39676,"They succeed Robert W. Kasten and John R. Parker, who reached the mandatory retirement age.","They gain Robert W. Kasten and John R. Parker, who bought the unrecognizable leader crust."
78561,"Shearson, meanwhile, posted net income of $106 million for the first nine months of the year, down slightly from $110 million for the year-ago period.","Shearson, but, tapped convertible fireplace of $106 million for the entire nine figures of the carnival, down slightly from $110 million for the left copper."
