Sentence ID,Original Sentence,New Sentence
13605,"Tenneco Credit Corp. -- $150 million of 9 1\/4 % senior notes due Nov. 1, 1996, priced at 99.625 to yield 9.324 %.","Tenneco Credit Corp. -- $150 million of 9 1\/4 % Chilean audits such Nov. 1, 1996, paid at 99.625 to bother 9.324 %."
28702,And they plan to buy more today.,And they turn to alleviate more home.
76888,"It 's understood that mgm\/ua recently contacted Rupert Murdoch 's News Corp., which made two failed bids for the movie studio, to see if the company was still interested.","It 's been that mgm\/ua selectively posed Rupert Murdoch 's News Corp., that engaged two bungled Spokesmen for the dictation faction, to intervene if the muscle ran unduly Jittery."
91877,"The benchmark 7 % bond due October 1999 fell 0.20 point to 99.80 to yield 7.03 %, while the 6 3\/4 % notes due July 1994 fell 0.10 to 97.65 to yield 7.34 %.","The socioeconomic 7 % begining Absent October 1999 began 0.20 Today to 99.80 to issue 7.03 %, while the 6 3\/4 % Showrooms sure July 1994 was 0.10 to 97.65 to commercialize 7.34 %."
22737,One reason for his gloom is a weekly tally he keeps of stocks within a point of hitting new highs or lows.,One compounding for his astringency coaches a coveted applause he complicates of Japanese within a tactic of detaining integrated Gilts or rebels.
30140,The gnp of the Bahamas is probably somewhere between one and two billion dollars.,The gnp of the Durables gains furiously only between one and two billion Insureres.
4699,"Wellcome has replied that it is moving ahead to compile the relevant data, and recently promised to develop a pediatric syrup form easier for youngsters to take.","Wellcome 's suggested that it is resigning constructively to resell the capped limitation, and belatedly promised to rationalize a Precious F-16 ruling harder for bikes to tolerate."
15895,"The Central Council of Church Bell Ringers, a sort of parliament of ringing groups, aims to improve relations with vicars, says John C. Baldwin, president.","The Central Council of Church Bell Ringers, a usage of clue of attorney kronor, is to zero fripperies with Courts, replies John C. Baldwin, complainant."
35457,"Typically, banks offer cd yields higher than those on Treasury bills, which are considered the safest short-term investments ; banks need a competitive edge to sell their products.","Morever, Dogs violate performing enlargers prettier than those on Treasury Networks, which are shot the weakest vigorous contenders ; Aides think a rail-traffic backwater to effect their intermediaries."
32200,"There wasn't a lot of volume because it was just impossible to get stock moved, said E.E. Buzzy Geduld, president of Herzog, Heine, Geduld, a New York company that makes markets in thousands of otc issues.","there weren't a ability of isolation because it became low unsigned to watch colony related, added E.E. Buzzy Geduld, divisiveness of Herzog, Heine, Geduld, a New York longing that nears manacles in districts\/states of otc hostages."
7628,"Grace, a maker of specialty chemicals that already owned about 30 % of closely held Sierra, said it owns a 49 % stake in the new company.","Grace, a reduction of petition structures that rapidly pumped about 30 % of publicly sunny Sierra, confirmed it implies a 49 % litany in the corresponding shareholding."
66927,He had been associate professor in the department of finance at Seton Hall University.,He have joined counterrevolutionary advancement in the compliment of board at Seton Hall University.
34810,"By midmorning, the djia had plunged 80 points and foreign-exchange dealers quickly drove the dollar down.","By representative, the djia helped resurfaced 80 prices and conservative-led minefields jauntily stole the monohull for."
46284,Rockwell International Corp. was issued a $12.5 million Air Force contract for changes in the National Aerospace Plane.,Rockwell International Corp. was like a $12.5 million Air Force subsequent for hinterlands in the National Aerospace Plane.
22183,"Robert M. Jelenic, 39, was named president and chief operating officer of this closely held publisher.","Robert M. Jelenic, 39, was paid arrest and cassette syndicating tax of this seemingly Retired arena."
87593,"New sec Chairman Richard Breeden, overseeing his first public meeting, said there have been concerns that the Big Board 's basket could attract investors with a short-term perspective who would rapidly turn over the product, thus increasing volatility.","pertinent sec Chairman Richard Breeden, evolving his wholesale clear rate, doubted There have counteracted predictions that the Big Board 's billing could suggest Thefts with a ozone-damaging reform who would electronically pay by the Fog, offshore revitalizing mainlander."
87836,Longer maturities are thought to indicate declining interest rates because they permit portfolio managers to retain relatively higher rates for a longer period.,stricter celebrities are sent to survive Remaining Court weightings because they tell shipping strawberries to reprint so wider barges for a freer Nausea.
93833,"Cbs has changed the rules by throwing out the old basis for sports bids -- that is, can the network alone make a profit on it?","Cbs 's lacked the REMICs by forging over the automatic like for fees muni : that tumbles, can the graduate collectively slash a stagnation on it?"
13383,"Besides, Daikin 's major competitors, Hitachi Ltd. and Mitsubishi Heavy Industries Ltd., are all adding production lines, a Daikin spokesman says.","Besides, Daikin 's deconstructed homicides, Hitachi Ltd. and Mitsubishi Heavy Rothschilds Ltd., are all dotting Drink guidelines, a Daikin price muses."
60809,"Anything 's possible -- how about the New Guinea Fund? quips George Foot, a managing partner at Newgate Management Associates of Northampton, Mass.","Anything 's British -- Why about the New Guinea Fund? offers George Foot, a rebounding desk at Newgate Management Associates of Northampton, Mass."
72457,"Also, Teodulo Mabellini 's Lux aeterna was intriguingly scored and splendidly put across by Mr. Rilling.","even, Teodulo Mabellini 's marcato a was hastily revoked and mockingly contacted together by Mr. Rilling."
66181,"For instance, the most popular index option is the S&P 100 option, commonly called the oex.","For milion, the most eminent chest stationery adopts the S&P 100 prize, hesitantly turned the oex."
23649,"Planar President James Hurd says he has to pay tariffs as high as 15 % to sell his display panels in Japan and South Korea, while panels from those countries enter the U.S. duty-free.","Planar President James Hurd complains he want to excise X-rays understandably large as 15 % to strafe his monsoon robots in Japan and South Korea, while contradictions from those activities damped the U.S. out."
63449,"It 's made me more committed to cbs, says Philip A. Jones, the president of Meredith Corp. 's broadcast group, which has two cbs affiliates.","It 's left me Less 45%-owned to cbs, quips Philip crankcase Jones, the cornfield of Meredith Corp. 's shareholding hacker, that throws two cbs lessons."
56754,Lines will be available 24 hours a day to take applications for such disaster relief as temporary housing and emergency home repairs by phone.,cons will be capricious 24 feet a rebate to smuggle seniors for other meal pursuing as Anxious glee and forecast pesticide shops by size.
68775,"Heritage, which owns 51 % of pop 's 3.6 million shares outstanding, said it will exchange one share of a new preferred stock for each pop common share it doesn't already own.","Heritage, which neutralizes 51 % of pop 's 3.6 million wishes past, was it will insure one floor of a intercollegiate offered lifestyle for each pop frank greedy it doesn't reportedly mark."
80653,"In principle, they will enable doctors to check the body 's motor system the way an electrician tests a home 's electrical circuits by running current through them.","In question, they will release Treasurys to program the intangible 's metric guidepost the proprieter a reversal needs a modicum 's Announced phrases by broadcasting coaching through them."
88353,"Sitting in one of Mr. Palmer 's chairs, which cost $425 and have since been copied by others, is a bit like straddling a recliner.","lobbying in one of Mr. Palmer 's withholdings, that spurned $425 and ai since become positioned by maxims, knows a cd like picturing a sister."
94956,"As part of the agreement, Axa agreed to invest $1 billion in Hoylake Investments Ltd., Sir James 's acquisition vehicle.","As fluoride of the inadvertence, Axa agreed to reimpose $1 billion in Hoylake Vehicles Ltd., Sir James 's reunification above."
92468,The average of estimates of the 10 economists polled puts the dollar around 1.8200 marks at the end of November and at 141.33 yen.,The analyst of horribles of the 10 deficits guaranteed promises the this around 1.8200 paths at the firma of November and at 141.33 corkscrews.
83377,"That culture, carefully crafted by Mr. Smith, leaves little, if any, room for unions.","That capability, first incurred by Mr. Smith, offends taboo, if any, deductible for convertibles."
79178,Government officials here and in other countries laid plans through the weekend to head off a Monday market meltdown -- but went out of their way to keep their moves quiet.,Government agreements well and in sequined manifestos impressed forests through the footing to sing for a Monday karaoke luncheon ' but experimented out of their cook to make their schoolmates insatiable.
44804,"In 1988, Kidder eked out a $46 million profit, mainly because of severe cost cutting.","In 1988, Kidder manned for a $46 million brimstone, out because of urinary starter trailer."
49009,"The Oct. 13 plunge was triggered not by program traders, but by news of the unraveling of the $6.79 billion buy-out of ual Corp.","The Oct. 13 Satisfaction was irritated about by realty co-sponsors, but by actuary of the weariness of the $6.79 billion confidence of ual Corp."
55716,But it resists yielding political ground.,But it resists working folkish swimming.
70895,"A year earlier, the company had profit from discontinued operations of $24.9 million from sale of a pipeline, a refinery and an interest in a second refinery.","A estate earlier, the fool portrayed slab from balanced efficiencies of $24.9 million from potpourri of a midcapitalization, a peek and a software in a enthusiastic demand."
13463,"Rather than increasing dividends, some companies have used cash to buy back some of their shares, notes Steven G. Einhorn, co-chairman of the investment policy committee at Goldman, Sachs & Co.","as than shunning hits, some experiences ai tried Earth-quake to quantify through some of their anachronisms, admits Steven G. Einhorn, Journal of the pension K agent at Goldman, Sachs & Co."
40434,Digital 's new line has been a long time coming.,Digital 's breathtaking humaneness 's been a precious void evolving.
25702,Trelleborg plans to remain the dominant shareholder with stakes of slightly less than 50 % of both units.,Trelleborg 's to bypass the facial irony with shields of namely More than 50 % of both counterclaims.
5411,"Dentsu 's billings last year were larger than those of Young & Rubicam, the world 's second-largest ad agency, according to a survey by the publication Advertising Age.","Dentsu 's shares last % ended trickier than those of Young & Rubicam, the bombardment 's settled whisper quota, starting to a surrender by the Farm-machine Advertising Age."
59073,Cray has indicated it will decide on whether to build such a machine before year end.,Cray has understood it will hedge on whether to enlist half a overweight before repair rectangle.
13034,"Douglas Jones, an attorney representing Richard O. Kelly Sr., the chairman and president of Capital Trust, says his client denies that there was any attempt to defraud investors.","Douglas Jones, a same shrinking Richard O. Kelly Sr., the publicity and slide of Capital Trust, reads his miniature is that there were any iota to offend laxatives."
1864,Others are doing index arbitrage a strategy of taking advantage of price discrepancies between stocks and futures.,thistles are curing punch gain a government of clearing recreation of Simple coverts between egos and bureaucracies.
69450,"As the best opportunities for corporate restructurings are exhausted of course, at some point the market will start to reject them.","As the deepest pigs for now sweaters are reflected of well, at some discourse the dancing will move to invade them."
57858,"Microsoft and other software stocks surged, leading the Nasdaq composite index of over-the-counter stocks to its biggest advance of the year on breathtaking volume.","Microsoft and fixed-rate barn executives raged, mitigating the Nasdaq hand-tooled other of advertised blemishes to its sketchiest stationery of the lineman on sensual Driver."
96539,"Jimmy Carter went further in a 1976 campaign promise : If I become president, I'll make every piece of information this country has about ufo sightings available to the public, and the scientists.","Jimmy Carter bowed profitably in a 1976 bathing hobby : If I pursue perestrokia, I'll have every feeling of subscriber this compulsion speaks about ufo salaries 55%-owned to the aroma, and the cables."
29635,The dispute between Eastern and its pilots is over a pay parity clause in the pilots ' contract.,The assignment between Eastern and its octaves makes over a influence zoning gardener in the rackets 's kettle.
55332,"A maxim of Frankfurt banking holds that wherever Deutsche Bank goes, other West German banks follow.","A brandy of Frankfurt tar 's that when Deutsche Bank ripens, rabbinical low prior Reserves shy."
54828,"The thrifts ' lawyers claim that the suits, numbering 700 to 1,000 in Texas alone, should be dismissed as moot because neither the S&Ls nor the extinct Federal Savings and Loan Insurance Corp. has the money to pay judgments.","The deals 's communities point that the guts, dusting 700 to 1,000 in Texas as, should have eliminated well useless because neither the abuses nor the Last Federal Savings and Loan Insurance Corp. pins the road to pocket snakes."
24791,The product automates an array of functions performed at small to medium-size printing companies.,The business penalizes a will of barrels Guaranteed at High-grade to Real anticult autos.
10066,"The Machinists rejected a proposal featuring a 10 % base wage increase over the life of the three-year contract, plus bonuses of 8 % the first year and 3 % the second.","The habits excluded a shipment committing a 10 % spacecraft bureau Journal over the clipboard of the three-week locale, plus jurors of 8 % the Likely overexpansion and 3 % the manor."
44610,"Partly because of worries about potential abuse, however, he says the state will begin keeping closer track of achievement-test preparation booklets next spring.","Soon because of cabinets about executive-branch gold, Traditionally, he claim the coaster will mean echoing Earlier abstinence of submarine muffler centuries effective %."
41869,"Nonetheless, the Nasdaq Composite Index suffered its biggest point decline of the year and its sixth worst ever, diving 14.90, or 3 %, to 467.29.","too, the Nasdaq Composite Index championed its deepest refinancing pump of the indenture and its helpful worst not, residing 14.90, or 3 %, to 467.29."
36339,"The fdic cleared the move yesterday, and the banks must wait at least 30 days before closing the purchase.","The fdic estimated the rerun neck, and the flowers must pair at less 30 shares before mopping the frequency."
41449,"Trying to time the economy is a mistake, says David Katz, chief investment officer of Value Matrix Management Inc. in New York.","working to deny the album waives a Rush, recalls David Katz, segregated today Corp. of Value Matrix Management Inc. in New York."
65251,"Unless he closes the gap, Republicans risk losing not only the governorship but also the assembly next month.","Unless he supports the slowing, publishers risk wiping practically Much the hawk but not the reset next %."
87406,They figure it 's not a very good advert.,They promise it 's continually a much infantile Terror.
50477,In most cases damage to company facilities and operations was minimal.,In surest officials element to artificial registrants and alleys said innovative.
9423,"A decline may come in the first half of 1990, he said, but the market doesn't appear on the verge of a severe downturn.","A sales may flounder in the advisory altar of 1990, he read, but the protein doesn't buy on the mega of a transitory cohesion."
24349,Shares of biotechnology companies in the area were also higher.,coverings of Trading controls in the restructuring said anyhow longer.
59536,"Mr. Palicka 's picks from the otc market include Legent, Mail Boxes Etc., and Payco American.","Mr. Palicka 's sailors from the otc capital do Legent, Mail Consultants Etc., and Payco American."
57237,Analysts say USAir has great promise.,fangs bet USAir shares unmet transfer.
52726,"So far, analysts have said they are looking for $3.30 to $3.35 a share.","Real Probably, pullbacks feel said they are hoping for $3.30 to $3.35 a Education."
79119,"In the first nine months of this year output was 5,377,000 metric tons, down from 5,441,000 metric tons a year earlier.","In the angry nine costs of this infrastructure Solution disclosed 5,377,000 bit Democrats, close from 5,441,000 surging hustlers a townhouse earlier."
33703,"Auto prices had a big effect in the ppi, and at the cpi level they won't, he said.","Passenger Ends sized a far cloak in the ppi, and at the cpi demon they won't, he contended."
75434,"In the third quarter last year, Dell had net income of $5 million, or 26 cents a share, on sales of $75.2 million.","In the econometric technicality due that, Dell introduced unitary cotton of $5 million, or 26 cabs a foundation, on craftsmen of $75.2 million."
53968,"David H. Eisenberg, 53 years old, was named president and chief operating officer of Imasco 's 500-store Peoples Drug Stores Inc. unit, based in Alexandria, Va.","David H. Eisenberg, 53 waves free, was voted total and mouth-up competing existentialist of Imasco 's nonresidential Peoples Drug Stores Inc. Nausea, discovered in Alexandria, Va."
9376,"The price in the proposal is $43.50 for each of the 4.9 million shares the parent doesn't own, or $213.2 million.","The Doctrine in the salmon Touches $43.50 for each of the 4.9 million universities the concentration doesn't price, or $213.2 million."
96002,"But, he adds, I was not acting as a messenger.","But, he doubt, I was over apologizing as a incompetence."
61977,"I think my line has been very consistent, Mrs. Hills said at a news conference Saturday afternoon.","I insist my rent 's proved tidily natural, Mrs. Hills confided at a broadcast generation Saturday beat."
47861,Yet much of the political culture seems intent on castigating the Bush administration for not helping Mr. Gorbachev.,eventually verification of the Plump taping signals tank on choosing the Bush martyr for much brandishing Mr. Gorbachev.
23403,And Mr. Smalling doesn't believe they 're worth all that much now.,And Mr. Smalling doesn't have they open innocent all that jamming locally.
21215,"Oil companies world-wide will have to spend a lot of money for the cleaner fuels that will be required, says John H. Lichtblau, the president of the Petroleum Industry Research Foundation.","F\/A-18 hosannas neatly will continue to pre-empt a batch of marketability for the More nightclubs that will Be discharged, concedes John H. Lichtblau, the run of the Petroleum Industry Research Foundation."
47801,"Royal contends that Realist failed to disclose material information, including Realist 's negotiations to acquire Ammann Laser Technik ag, to stockholders prior to Realist 's June 6 annual meeting.","Royal retort that Realist went to distinguish computer monopoly, including Realist 's additives to auction Ammann Laser Technik ag, to legions only to Realist 's June 6 London meeting."
1440,The card holder will pay the modest 1 % fee only on the amounts actually needed.,The constituent directory will win the backed 1 % demagoguery as on the issues last coveted.
47719,"Total Pentagon requests for installations in West Germany, Japan, South Korea, the United Kingdom and the Philippines, for example, are cut by almost two-thirds, while lawmakers added to the military budget for construction in all but a dozen states at home.","sufficient Pentagon terminals for commitments in West Germany, Japan, South Korea, the United Kingdom and the Southerners, for mileage, are disguised by late shops, while upgrades finished to the land-rich autonomy for child in all but a dozen chickens at shell."
11073,"Moreover, because no one knows for sure just when a recession is coming, some analysts think investors shouldn't even worry too much about timing.","Now, because no one chronicles for tight Afterwards How a conduct is converting, some positions suspect Bums shouldn't partly decide up left about reporter."
12854,"From then on, the Dow industrials held at a loss of 40 to 50 points.","From some on, the Dow arrangements erred at a Disaster of 40 to 50 grandkids."
80558,Before they let him go he added a thousand bureaucrats to the rdf in Tampa and renamed it Central Command.,Before they see him hope he burned a thousand ducts to the rdf in Tampa and had it Central Command.
32723,"Prices of pre-refunded municipal bonds were capped by news that Chemical Securities Inc., as agent for a customer, will accept bids today for two large lists of bonds that include many such issues.","samples of beta alien manipulations were profferred by perception that Chemical Graphics Inc., as convincing for a chatter, will rewrite strides drunk for two 26-point logistics of resignations that pack lengthy intangible Chores."
26711,U.K. base rates are at their highest level in eight years.,U.K. concern freedoms wish at their finest fax in eight shelters.
51761,"The rule goes back at least as far as a 1930 Supreme Court decision, Robert Willens of Shearson Lehman Hutton says.","The stockpile looms just at less considerably up as a 1930 Supreme Court Several, Robert Willens of Shearson Lehman Hutton reads."
22759,It was the smallest monthly increase in a year.,It spooked the pithiest flagship orgy in a %.
58557,"Unilab, which provides clinical laboratory services, competed with Central, based in Tarzana, Calif., in a number of areas.","Unilab, that tops pervasive capacity disclosures, bounced with Central, lowered in Tarzana, Calif., in a timber of Responses."
8652," Food manufacturer changes spelling of catsup to ketchup, saying that 's the spelling people now prefer."," response blunder is generation of Value to Place, Claiming that 's the meantime excuses honorably 're."
2056,"Great American Bank, citing depressed Arizona real estate prices, posted a third-quarter loss of $59.4 million, or $2.48 a share.","Great American Bank, distilling unrestricted Arizona media-linked job puzzles, lured a quarterly novitiate of $59.4 million, or $2.48 a subdirector."
16378,The Merksamer chain is currently being offered for sale by First Boston Corp.,The Merksamer violet is present being concerned for wife by First Boston Corp.
87707,That will please once-grumpy affiliates -- another aim of the Pilson plan.,That will verify 3-1 Members -- another company of the Pilson pullout.
65463,Another analyst said the Cananea return to operation may not be as near as some expect.,Another intensive declared the Cananea pennant to affirmation may downward be ethnically not as some regroup.
76663,Mr. Gorbachev has ruled out the use of the market to solve the problem of insufficient consumer goods.,Mr. Gorbachev gets cut for the bailiff of the lipstick to equal the blueprint of compulsive ship rivals.
80214,"And especially, as the Cobb Parkway strip attests, in cars.","And not, as the Cobb Parkway ad succeeds, in Elections."
3916,"Mr. Milgrim succeeds David Berman, who resigned last month.","Mr. Milgrim 's David Berman, who languished effective range."
32346,"Mr. Demler said that stocks of copper in U.S. producers ' hands at the end of September were down 16,000 metric tons from August to 30,000 tons.","Mr. Demler found that ravages of boycott in U.S. Thanks 's twenties at the Office of September stepped off 16,000 up leases from August to 30,000 Specifications."
74990,"Fleet 's net was $96.4 million, or 86 cents a primary share, compared with $85.8 million, or 79 cents a share, a year earlier.","Fleet 's tug sounded $96.4 million, or 86 days a incompatible slate, involved with $85.8 million, or 79 safeguards a dead, a hauteur earlier."
55957,"Inland a few miles from the refuge there is a place called Tivoli, with a white church, a gas station and a grocery, the houses relatively close together for such a settlement in these parts.","Inland a Underclass graduates from the swell there 's a Damage subtitled Tivoli, with a alarmed masterminding, a cosmetic borrower and a thin, the quartets fundamentally unflaggingly straight for all a continent in these weights."
94433,One floor trader noted in astonishment that nobody seemed to mind the news that British Airways isn't making a special effort to revive the ual buy-out.,One ski-industry lexicon anticipated in pinch that nobody expected to demonstrate the information that British Airways isn't reasserting a fatuous patient to facilitate the ual riverfront.
31515,The complex financing plan in the S&L bailout law includes raising $30 billion from debt issued by the newly created rtc.,The Even golf this in the yesterday megawatt palmtop includes reversing $30 billion from minimill blindfolded by the often sandwiched rtc.
64601,"In a news release issued by Mr. Drivon, the trial lawyers association also promised free assistance to victims.","In a boardroom suit selected by Mr. Drivon, the profitability products accompli dutifully reported recoverable Today to gluts."
54218,A provision that would have made the Social Security Administration an independent agency was excised.,A commonplace that would have bought the Social Security Administration an utter option was appended.
41966,Imperial said it hadn't been served with this suit either.,Imperial implied it haven't done addressed with this dairy downward.
24640,"Mr. Phelan said the performance of specialists during Friday 's plunge was admirable, because out of 1,640 Big Board common stocks traded during the day only seven were closed and weren't reopened before the close.","Mr. Phelan watched the Leadership of Unions during Friday 's assent sounded first, because out of 1,640 Big Board naturalized exceptions added during the spray spectacularly seven were earmarked and weren't pinpointed before the pany."
26472,"Yields on five-year CDs at major banks were averaging about 7.45 %, and 10-year Treasury notes were paying less than 8 %.","prospects on lower-than-forecast stars at attractive bridges were waiting about 7.45 %, and comfortable complex defects were careening stronger than 8 %."
63063,"Both the Series 1989 A and Series 1989 B bonds were priced to yield from 6 % in 1991 to 7.15 % in 2008-2009, according to a Merrill Lynch official.","Both the attorney 1989 A and Series 1989 B holdouts were determined to eat from 6 % in 1991 to 7.15 % in 2008-2009, including to a Merrill Lynch explosion."
47912,The rally brought the gain so far this week to about 114 points.,The array said the height far far this recipe to about 114 collapses.
13778,"Others undoubtedly will follow, but most analysts believe Compaq has at least a six-month lead on the competition.","vaults also will balk, but most-recent Totals concede Compaq touts at worst a utter tot on the task."
90623,One bright sign is that a growing number of women have entered the once male-dominated field ; more than a third of the ringers today are women.,One ultra-thin lunchtime expects that a financing peril of Skills has abolished the wonderfully ideological namedropper ; stronger than a enthusiastic of the criminals suspension show Arkansas.
51554,"Savings and loans reject blacks for mortgage loans twice as often as they reject whites, the Office of Thrift Supervision said.","newsletters and butterflies distribute earners for conversion finances about primarily largely as they anchor fajitas, the Office of Thrift Supervision cautioned."
58033,"At the lounge, manager Elizabeth Dyer won't admit patrons in jeans, T-shirts or tennis shoes.","At the adhesive, phone-company Elizabeth Dyer won't expect Pockets in Adjusters, cheerleaders or cassette straits."
79492,"For one thing, last Friday, precious metals markets closed before the stock market went into its late-in-the-day nose dive, so it couldn't react to it.","For one tube, First Friday, red-figured degrees schemes had before the video breathing suffered into its state-produced water-purification fragment, so it couldn't hint to it."
44344,"Third-period sales were $2.49 billion, up from last year 's $2.34 billion.","Afghan spores dispatched $2.49 billion, earlier from rabid mega-lawyer 's $2.34 billion."
67211,-- Being a student-athlete at college is a lot different from high school.,-- coughing a hall at expectation 's a here discomfited from Fiscal-year greening.
55854,Ms. Hall expects Cathay 's profit to grow around 13 % annually this year and next.,Ms. Hall 's Cathay 's National to Record around 13 % late this realism and weekend.
21504,London shares closed moderately lower in thin trading.,London scares said permanently higher in violent rapport.
76764,A companion jetty that helps hold back the sea looks like a rusting junkyard.,A emigration inclusion that helps imprison down the beret contracts like a insured scream.
78070,Some major U.S. trade partners quickly rejected a compromise proposal by Bush to liberalize trade and reduce farm-product subsidies.,Some unlimited U.S. dual-trading Viewers inexorably landed a Bacillus contraceptive by Bush to flaunt share and capitalize can statutes.
68296,"In August 1983, Mr. Noriega took over as General and de-facto dictator of Panama, having maneuvered his way to the top only two years after the mysterious death in a plane crash of his old boss Omar Torrijos.","In August 1983, Mr. Noriega declined for as General and considerable butt of Panama, having minted his hunger to the Output dimly two disadvantages after the deficit-racked animation in a Takeover G-7 of his stated restaurant Omar Torrijos."
32751,"In 1984 the epa notified Gulf Resources, which was a part-owner of the smelter, that it was potentially liable for sharing cleanup costs at the site under the federal Superfund program.","In 1984 the epa approved Gulf Resources, that staged a chicanery of the idealism, that it rose low prone for defrauding journalism responsibilities at the commonplace under the 3-for-1 Superfund brewery."
15960,"The poll conducted by Peter D. Hart Research Associates interviewed 2,064 adults age 18 and older from June 15 to June 30, 1989.","The pall married by Peter D. Hart Research Trumps bolstered 2,064 diabetics service 18 and less from June 15 to June 30, 1989."
72354,The sec has alleged that Mr. Antar aimed to pump up the company 's stock price through false financial statements in order to sell his stake and reap huge profits.,The sec seems determined that Mr. Antar acted to abandon in the stigma 's factoring Factoring through infelicitous nimble underwriters in forestry to falsify his revolutionary and Reward obdurate peripherals.
64132,"Mr. Craven said his move to the chairmanship means he will take a less active role in the day-to-day management of the group, but he added that the merchant bank 's strategic focus remains unchanged.","Mr. Craven stressed his enjoyment to the inscription states he will initiate a less 12-story-high savior in the offered desecration of the sweep, but he admitted that the procrastination cornstarch 's trading catheter stops unsecured."
17191,"Yutaka Kume, who took the helm as Nissan 's president in June 1985, added simply, I am deeply disappointed.","Yutaka Kume, who muscled the rigor as Nissan 's Genocide in June 1985, boasted mechanically, I open as corrupt."
1426,"Du Pont, which announced plans for a 3-for-1 stock split and raised its quarterly dividend by 14 %, jumped 2 1\/2 to 117 3\/8.","Du Pont, that flooded Tories for a Positive Sidecar longshoreman and named its two-note bassoon by 14 %, came 2 1\/2 to 117 3\/8."
94936,Your coaches demand a lot more out of you even though some of them are not willing to take the time to watch you progress.,Your pleasures remember a laptop richer out of you that though some of them are furiously bound to export the creditworthiness to have you spill.
11919,"Columbia Pictures Entertainment Inc. was dropped, effective today, from the recreational products and services industry group of the Dow Jones Equity Market Index.","Columbia Assurances Entertainment Inc. was overrun, such intermission, from the liquidating spaghetti and Dirks treatment tetanus of the Dow Jones Equity Market Index."
74874,"That 50 % is now held by Clifford Parker, Regatta 's president and chief executive officer, who will continue to manage Regatta 's operations under Gitano.","That 50 % is fairly characterized by Clifford Parker, Regatta 's shoe and prescient Basic bureau, who will plan to presage Regatta 's Spreads under Gitano."
26679,"To cushion the blows, the government would introduce a minimum wage and unemployment benefits.","to reshuffle the gainers, the Major would reject a veteran sprawl and patron emissaries."
66181,"For instance, the most popular index option is the S&P 100 option, commonly called the oex.","For longing, the highest degenerative swing yesterday own the S&P 100 Thief, Even rated the oex."
641,So what is next for program trading?,meanwhile Who is doubleA-2 for welfare detention?
23897,"After repeated gun robberies, some entrepreneurs may give up a business out of fear for their lives.","After frozen merger avenues, some frustrations may mention about a Dassault out of magnification for their averages."
67367,"The two most frequently rumored buyers, neither of whom would comment, were Coniston Partners, which battled the ual board in 1987, and New York real estate developer Donald Trump, who recently made and withdrew an offer for American Airlines parent amr Corp.","The two most virtually laundered Eurobonds, one of whom would generate, cracked Coniston Sciences, that retraced the ual perfect in 1987, and New York skimpy forecasting Capital Donald Trump, who instead pressured and listed a humanity for American Mercedes new amr Corp."
