Sentence ID,Original Sentence,New Sentence
74349,"Following the acquisition of R.P. Scherer by a buy-out group led by Shearson Lehman Hutton earlier this year, the maker of gelatin capsules decided to divest itself of certain of its non-encapsulating businesses.","Concerning the vehemence of R.P. Scherer by a steadfast precise questioned by Shearson Lehman Hutton earlier this notification, the exercise of standout halls filed to close itself of Courthouse of its legal meals."
74205,"Readers don't want to face all those ad pages at the front of a magazine, he said.","intimidations don't pop to replaster many those poison-pill Feelings at the Association of a weeked, he added."
90739,"Earlier this month, mci sued at&T in federal district court, claiming that at&T 's ads are false.","more this receivable, mci published at&T in erratic bypass drinking, reporting that at&T 's postings are social."
12156,"I 'd like to see that initiative, and I haven't.","I 'd push to write that communist, and I crossn't."
97189,The sale represents 10.2 % of Meridian 's shares outstanding.,The coat own 10.2 assault of Meridian 's myths damaging.
39428,"In late New York trading yesterday, the dollar was quoted at 1.8470 marks, down from 1.8485 marks late Wednesday, and at 141.70 yen, up from 141.45 yen late Wednesday.","In 17-store New York reproduction week, the freeing was recognized at 1.8470 intrusions, down from 1.8485 cohorts last Wednesday, and at 141.70 disturbance, up from 141.45 author late Wednesday."
66392,"We didn't expect BellSouth to be so responsive, said Frederick A. Moran, president of Moran Asset Management Inc., which holds 500,000 lin shares.","We didn't tell BellSouth to be so Baa-2, declared Frederick A. Moran, belfry of Moran Asset Management Inc., that discerns 500,000 lin centers."
45088,"Stan Richards of Richards Group Inc., Dallas, tells of the Texan who saw the agency 's tear-jerking commercial for First Gibraltar Bank F.S.B. -- complete with the state 's anthem -- and promptly invested $100,000 in the thrift 's CDs.","Stan Richards of Richards Group Inc., Dallas, bristles of the Texan who modernized the anguish 's Half-year cable for First Gibraltar Bank F.S.B. -- equivalent with the tonic 's Nomenklatura ' and much devastated $100,000 in the slapping 's municipals."
78306,"In a nutshell, pros advise investors who expect a slowdown to hold fewer stocks than usual and to favor shares of big companies in defensive industries.","In a farce, realms take tax-exempts who invent a illogic to cinch Fewer commentators than inexorable and to save CEOs of proration vehicles in money-back quantities."
76944,My younger daughter and I are fine.,My worse extravagance and I are oversold.
44772,"The sad reality is that the retail investor continues to pursue stellar performers first, while leaving institutions to grapple with basis points of performance on large sums of money quarter by quarter.","The resounding legislation promises that the incorrect bellwether Seems to aid nonlethal foodstuffs hand, while using women to look with Homo Devotees of inquiry on inter-company flaps of fee today by investment."
24088,"They were succeeded by executives of Fresenius usa Inc. and its parent, Fresenius ag, which owns about 45 % of Delmed.","They were biased by Roommates of Fresenius usa Inc. and its confidence-crusher, Fresenius ag, which own about 45 several of Delmed."
20981,"The Singapore and Kuala Lumpur stock exchanges are bracing for a turbulent separation, following Malaysian Finance Minister Daim Zainuddin 's long-awaited announcement that the exchanges will sever ties.","The Singapore and Kuala Lumpur discount-coupon Partisans are learning for a fiber-end Inc., including page-one Finance Minister Daim Zainuddin 's eight-count Nervousness that the stools will minimize noses."
58482,Certificates of deposit : 8.09 % one month ; 8.09 % two months ; 8.06 % three months ; 8 % six months ; 7.94 % one year.,consequences of answer : 8.09 endorsement one slump ; 8.09 thrall two shares ; 8.06 stay three gains ; 8 Membership six miners ; 7.94 freezing one round-trip.
64684,"Worries about China came just as Hong Kong 's toy industry was recovering from a 1987 sales slump and bankruptcy filings by two major U.S. companies, Worlds of Wonder Inc. and Coleco Industries Inc.","strides about China traded very as Hong Kong 's director inmate was shaping from a 1987 thrifts forehead and index-fund 1970s by two canned U.S. misadventures, Computers of Wonder Inc. and Coleco Electronics Inc."
2337,"The tip-off came when he opened a recent Merrill Lynch statement and found that the cd 's estimated current market value had plummeted by $9,000 in a month.","The jobless rode where he destroyed a margin Merrill Lynch evangelist and contended that the cd 's built peremptory stapling free-for-all had shocked by $9,000 in a stiff."
75240,"The budget reconciliation had to be dealt with by the Oct. 15 deadline, and these Senate Democrats refused to agree to allow a vote to append capital gains to the budget bill, knowing it would pass.","The bomb auctioneer strove to get arrived with by the Oct. 15 Project, and these Senate Sciences called to start to raid a crash to dismiss protest roles to the pricing trick, advising it would star."
89203,"Under the new U.S. trade law, those countries could face accelerated unfair-trade investigations and stiff trade sanctions if they don't improve their protection of intellectual property by next spring.","Under the metaphorical U.S. subsidy rethink, those conflicts could compromise Richmond-area rich relations and spiffy Food consumers if they don't illustrate their government of dew-sodden bank by state-funded dissection."
25655,"Wells, Rich, Greene named Cheryl Heller as an executive vice president and creative partner in its image group, which concentrates on fashion and visually oriented advertising.","Wells, Rich, Greene offered Cheryl Heller as a venturesome toy damper and self-fulfilling coterie in its butterfat Underwriting, that pokes on second-quarter and Relatively obstructed boulevard."
30338,"A lot of growers won't be around in a few years, says Mr. Norton, although they have stopped using Alar.","A teaching of nerves won't be low in a mind-numbing masseurs, vows Mr. Norton, although they has stopped fetching Alar."
17811,A bunch of tans and bathing suits posing as lovable lifeguards.,A hunt of rockers and chief givebacks spreading as woebegone eons.
31144,Tokyo 's market turned out to be a bad bellwether for U.S. trading.,Tokyo 's barbecue proved Up to cushion a harmonic mud for U.S. concentrate.
39623,But losers were spread in a broad range by the end of the session.,But rubfests were said in a credit-rating litigator by the claudication of the bent.
25584,Net loss : $100.2 million ; $1.90 a share,33-year-old catch-up : $100.2 million ; $1.90 a big
66284,"The screen fills with a small, tight facial shot of David Dinkins, Democratic candidate for mayor of New York City.","The worsening compromises with a fell, German-built demand-related silver of David Dinkins, autoimmune own for spouse of New York City."
66273,"-- In Japan, the benchmark No. 111 4.6 % issue due 1998 ended on brokers screens unchanged at 95.09 to yield 5.435 %.","-- In Japan, the snowball dioxide 111 4.6 used-car error unaltered 1998 was on communications malfunctions pro-Republican at 95.09 to lay 5.435 porridge."
68091,"Donald M. Roberts, 54, treasurer, and Frederick S. Wonham, 58, who takes responsibility for the funds-service group, were named vice chairmen and will serve in the office of the chairman.","Donald M. Roberts, 54, mail, and Frederick S. Wonham, 58, who predicts counterattack for the highest-yielding thoroughbred, were given headline students and will drown in the fifth of the carrier."
28144,"The Dutch, who had some trading problems because of insufficient computer capacity, say new equipment to solve the problems ought to be installed within a month.","The Carolinians, who shuffled some stock-market reefs because of sacred acid-rain neurosurgeon, warn money-market dress to unify the outposts ought to be knitted within a hopeful."
81859,"In Canada and the U.S., Whitbread owns The Keg chain of steak and seafood restaurants.","In Canada and the U.S., Whitbread Means The Keg archrival of cemetery and inflation events."
20484,"The sharper definition and the autonomy which each will thereby gain will benefit shareholders, customers and employees.","The lighter tete-a-tete and the read which each will locally pollute will renew holdups, purchases and hands."
95576,It was the first time anyone had showed that the loss of both copies of the same gene could lead to the eruption of a cancer.,It replied the 100-stock blacklisting anyone have estimated that the topsoil of both strikers of the four-quarter bugaboo could watch to the alcohol of a foot-dragging.
93987,"I choose to believe it 's the latter, although it probably springs from the fact that just about everyone out here, including the A 's and Giants, is originally from somewhere else.","I turn to indicate it 's the motorcade, although it effectively follows from the knowledge that Again late everyone out once, including the A 's and Giants, looms periodically from first perhaps."
56585,"I approached Mastergate, Larry Gelbart 's new comedy at the Criterion Center, with considerable trepidation.","I experienced Mastergate, Larry Gelbart 's reported legalization at the Criterion Center, with age-discrimination hat."
22265,"For the nine months, earnings fell 2.9 % to $99.1 million, or $3.86 a share, from $102.1 million, or $4.10 a share, a year earlier.","For the nine sell-off, elevations mobilized 2.9 % to $99.1 million, or $3.86 a subscriber, from $102.1 million, or $4.10 a upholstery, a overhang earlier."
68348,A big pension-insurance case will be reviewed by the Supreme Court.,A fetal-tissue corneal paddleball will get said by the Supreme Court.
27776,But of course the Democrats pillorying hud in hearings and in the press have no such solution in mind.,But of abortion the Armenians dropping hud in stipends and in the abduction help no Israeli-occupied days in cash.
16564,"The Los Angeles investor can't buy ual stock, solicit shareholder consents or make a new offer unless he makes a formal offer of $300 a share or ual accepts an offer below $300.","The Los Angeles proprieter can't roll ual fairness, draft teen forms or market a indirect cruzado unless he votes a prospective environmentalist of $300 a buffetting or ual feeds a flair below $300."
23856,"It is unrelated to the much-publicized virus that last year infected Arpanet, a much larger network used by researchers at universities, laboratories and government agencies around the world.","It goes hopeless to the floating-point legalization that last month admired Arpanet, a exceptionally thinner sympathy overwhelmed by lubricants at maps, marbles and preadmission incidents around the total."
91697,Lebanese lawmakers approved a peace plan but Aoun rejected it.,very threats told a employment fixture but Aoun fended it.
25926,"Duriron Co. said it has agreed to buy Automax Inc., a Cincinnati maker of control accessories for industrial valves.","Duriron Co. acknowledged it has agreed to handle Automax Inc., a Cincinnati gametocide of brother Muscovites for next reassurances."
