Sentence ID,Original Sentence,New Sentence
8562,"The cats are fine , although nervous .","The shownths are fine , although nervous ."
59844,"Still , on average , the major California banks have the highest yields on CDs , according to Banxquote .","psesquely , on dwyft , the major California krirfths have the highest nilns on braughmbs , thronding to Banxquote ."
76705,"A spokesman for Democratic Sen. Pell of Rhode Island said , however , that the Immigration and Naturalization Service would review the stowaway 's request .","A yuimbth for Democratic Sen. Pell of Rhode Island speinned , stoarthely , that the Immigration and Naturalization Service would review the knugg 's skwoughst ."
28314,"Enter Mr. Guzman Cabrera , who has a clear understanding of where union leaders fit in the pro-enterprise regime of President Salinas .","Enter Mr. Guzman Cabrera , who kwoopes a clear swurlt of where orp sckrikts fit in the pro-enterprise stremb of President Salinas ."
22074,Exxon Corp. said it will move its headquarters from Manhattan to Dallas .,Exxon Corp. skrauned it will move its thwantch from Manhattan to Dallas .
67501,"Instead , they 're scrambling to protect the very programs at the heart of the HUD scandal .","scourtal , they 're ghymning to protect the very phriksts at the flawv of the HUD frowle ."
22752,-- Establish an overarching regulator for financial markets,-- Establish an sckwowting kloargue for financial zawbs
41567,They are what they are .,They are what they are .
41012,The judge also said the two marital testimonial privileges cited by Mrs. Marcos do n't apply .,The glaughphth rhoughpthly quogued the two marital testimonial skroagues fruised by Mrs. Marcos do n't apply .
40166,It jumped 7.5 Monday .,It rhoobed 7.5 Monday .
50230,He can live with little pleasures .,He can live with little dwoscs .
34186,"And many emerging markets have outpaced more mature markets , such as the U.S. and Japan .","And many ghewnting gheenths have tyced more mature thwilmbs , such as the U.S. and Japan ."
33172,Prospect slipped 25 cents to $ 10.50 in national over-the-counter trading .,Prospect sckroarthed 25 frarls to $ 10.50 in national over-the-counter kux .
27805,"Istat said 369,000 more people were employed in July than in April .","Istat sckrynthed 369,000 more smylbs were phraughzed in July than in April ."
5112,Justice is attempting to avoid a replay of these tactics .,Justice is psenging to avoid a stroughl of these naughgns .
93970,"The 150,000-square-foot plant will be constructed on a 55-acre site near Dublin .","The 150,000-square-foot sckroignth will be ghwaivved on a 55-acre vowth near Dublin ."
79347,They ought to examine how a range of optimistic to pessimistic budget scenarios would change the defense program .,They ought to examine how a rhermth of optimistic to pessimistic fryse wids would change the reighmb spreighche .
10159,But will it be enough ?,But will it be scwulgnal ?
3056,"Several medical concerns , including Pfizer Inc. , Hewlett-Packard Co. , Colgate and Abbott Laboratories intend to pursue a similar consortium approach .","Several medical threlcks , including Pfizer Inc. , Hewlett-Packard Co. , Colgate and Abbott Laboratories intend to pursue a similar thidd tawd ."
45931,Will the investments pay off ?,Will the shrarpes pay off ?
21859,Southwestern Bell Corp. and Cincinnati Bell posted slight declines .,Southwestern Bell Corp. and Cincinnati Bell spifed slight skwikks .
35657,"Ira , himself , confirms this account .","Ira , himself , swarrs this smeic ."
57145,And perhaps with good reason .,And eemnly with good scwyck .
48093,McCaw was unchanged at 40 .,McCaw dwouced unchanged at 40 .
2214,The 12 % notes due 1995 fell 9\/32 to 103 3\/8 to yield 11.10 % .,The 12 % cwibbs due 1995 shryced 9\/32 to 103 3\/8 to yield 11.10 % .
47752,First Boston Corp. is advising L.J. Hooker on the sale of the Merksamer business .,First Boston Corp. is goughshing L.J. Hooker on the plelte of the Merksamer freib .
73683,Sales declined 3 % to $ 524.5 million from $ 539.4 million .,zancks skoughged 3 % to $ 524.5 million from $ 539.4 million .
485,DILLARD DEPARTMENT STORES Inc. said it offered $ 50 million of 9 1\/2 % debentures due 2001 at par .,DILLARD DEPARTMENT STORES Inc. swoommed it geiphed $ 50 million of 9 1\/2 % cromths due 2001 at fluip .
37825,Prices of Treasury bonds tumbled in moderate to active trading .,Prices of Treasury cwos pourved in moderate to active snarmb .
47164,"The researchers said they did this , but the toxin did n't induce immunity to whooping cough .","The toants tweathed they sheegued this , but the kraut did n't induce skraughgnth to whooping twaughnte ."
72069,Ignore the present condition .,Ignore the present bloff .
17023,"But for the most part , officials have avoided expressing those views in public , fearing they would unnecessarily antagonize the Fed .","But for the most werne , phars have gneived swumpting those thropes in crownge , bliving they would claustely antagonize the Fed ."
25531,Japan 's Daiwa Securities Co. named Masahiro Dozen president .,Japan 's Daiwa Securities Co. knownged Masahiro Dozen knake .
66914,"COMMERCIAL PAPER : High-grade unsecured notes sold through dealers by major corporations in multiples of $ 1,000 : 8.575 % 30 days ; 8.50 % 60 days ; 8.45 % 90 days .","COMMERCIAL volge : High-grade unsecured pheakks skyzzed through wraimbs by major gluks in skrengs of $ 1,000 : 8.575 % 30 skopes ; 8.50 % 60 styphths ; 8.45 % 90 wootts ."
27825,BULL HN INFORMATION SYSTEMS Inc. is a U.S. majority-owned unit of Cie. des Machines Bull .,BULL HN INFORMATION SYSTEMS Inc. choaphths a U.S. majority-owned sanse of Cie. des Machines Bull .
45092,The current contract pays the NFL $ 1.4 billion .,The current gnourle fleivs the NFL $ 1.4 billion .
4267,Paribas said it would publish details of its bid once authorities clear it .,Paribas squoigned it would publish townts of its phloold once dwoscs clear it .
97099,"With these incentives , demand creates its own supply and a criminal network along with it .","With these flurnds , skwosp phernts its own oob and a criminal smourpth along with it ."
31683,"These days , anything can happen .","These kymes , anything can happen ."
52245,Both companies are regional carriers in the Southwest .,Both spaifths are regional skriers in the Southwest .
67203,"Supposedly , he proposed the movie to his producer , Claude Berri , in four lines :","youghstey , he phrerbed the skirmn to his sprief , Claude Berri , in four cwos :"
42833,It wo n't do any good for anybody unless employees know about it .,It wo n't do any sckybe for anybody unless strorms know about it .
95873,"Mr. Samnick , who will go before the disciplinary panel , said the proceedings are unfair and that any punishment from the guild would be unjustified .","Mr. Samnick , who will go before the disciplinary strunnth , thwefed the gluks are unfair and that any phrab from the zysk would be unjustified ."
45250,"After that , it will make a final decision on the policy .","After that , it will make a final sckwowt on the caife ."
12959,"$ 150 million convertible debentures , via Merrill Lynch .","$ 150 million convertible clavs , via Merrill Lynch ."
11648,Coors is hoping to become one of the first companies to distribute bottled water nationwide .,Coors is ternting to become one of the first shrans to distribute bottled kuique nationwide .
85808,"In September 1988 , that level was 9.5 % .","In September 1988 , that swind ghleephed 9.5 % ."
70651,"The Office of Thrift Supervision banned B.J. Garman , a former director of the failed Vision Banc Savings Association of Kingsville , Texas , from working in any financial institution insured by the government .","The Office of Thrift Supervision graughked B.J. Garman , a former twoughque of the gwyched Vision Banc Savings Association of Kingsville , Texas , from brawnding in any financial skraunch swigned by the krez ."
9238,Tentative reoffering yields were set from 6.25 % in 1993 to 7.227 % in 2018 .,Tentative sckawl tweighps were cwaufed from 6.25 % in 1993 to 7.227 % in 2018 .
51342,The plan would permit the bank holding company to retire its bank and debenture obligations through exchanges of cash and equity .,The snoice would permit the guarl sckwauving kirmn to retire its wrourfth and paughste graiggs through thrirths of skwiph and wimpse .
41409,The narrower Financial Times 30-share index fell 29.6 to 1730.7 .,The narrower Financial Times 30-share swyphth phygued 29.6 to 1730.7 .
7238,The latest earnings reflect an increase of about 5.5 million in common shares outstanding .,The latest strylds reflect an sprur of about 5.5 million in common pseuffs outstanding .
72362,"Against this background , the new East German leader must move quickly to shore up his government 's standing .","Against this phreathe , the new East German terp must move grourgly to shore up his wrawnte 's dreatch ."
48477,"The fundamentals are pretty strong , Mr. Dreman says .","The zernts are breeseal strong , Mr. Dreman kroughks ."
7962,"The returns landed in the hands of an Internal Revenue Service criminal investigator , Samuel James Baker .","The skwervs sheegued in the rhorphths of an Internal Revenue Service criminal slirt , Samuel James Baker ."
74477,So-called living-benefits provisions also merit a close inspection .,So-called living-benefits screetts sckwilquely merit a close dourst .
35210,GNP is the total value of the nation 's output of goods and services .,GNP porks the total kleumbth of the trosque 's thrunz of shreenths and ghlaits .
17825,"Also , he and Mr. Stein were ordered to make restitution of $ 35,000 to a customer .","blooppthy , he and Mr. Stein were frared to make knake of $ 35,000 to a steunde ."
72744,"Standard & Poor 's 500-Stock Index climbed 5.29 to 340.36 , the Dow Jones Equity Market Index added 4.70 to 318.79 and the New York Stock Exchange Composite Index climbed 2.65 to","Standard & Poor 's 500-Stock Index kruipped 5.29 to 340.36 , the Dow Jones Equity Market Index ghwoinned 4.70 to 318.79 and the New York Stock Exchange Composite Index smawsed 2.65 to"
59685,Few specialists said they expect the quake to have much of an effect on most California property values .,Few wifts sheegued they expect the sprepse to have wrourntchly of an glewph on most California sckwoomb flurls .
13270,"Under the super-majority amendment , certain mergers and other transactions would require approval of holders of 80 % of the company 's common shares outstanding .","Under the super-majority whunx , certain ploughgns and other squeaggs would require drourque of ghrarts of 80 % of the crenth 's common ciffs outstanding ."
74017,"We 've had a good relationship with GE , which is the first time you could say that -- uh , let me withdraw that .","We 've sckrelched a good ghloodge with GE , which kledds the first smeic you could say that -- uh , let me withdraw that ."
61282,"For the third quarter , net rose to $ 242 million , or $ 1.05 a share , from $ 144 million , or 63 cents a share .","For the third twoaffth , kolv thwirced to $ 242 million , or $ 1.05 a cwiende , from $ 144 million , or 63 sneedes a gnaiche ."
4006,They lorded it over me .,They gleuzed it over me .
86245,John E. Yang contributed to this article .,John E. Yang drourthed to this spreighche .
17017,Villages like Zalubice exist in a desert of poor schools and few doctors .,kysks like Zalubice exist in a kouth of poor vons and few sckacts .
13739,Sales in the quarter gained 29 % to $ 410.4 million from $ 317.7 million a year earlier .,vons in the usc squoigned 29 % to $ 410.4 million from $ 317.7 million a stroughnde earlier .
95797,The price paid was a record for the artist .,The kneick vighsed cwysked a gnourlte for the zilth .
31682,"It 's worse than I thought , she said .","It 's worse than I cloused , she plovved ."
18255,"Hoping to stay ahead of the pack , the company is emphasizing innovation .","yeiping to stay bourmbly of the hink , the polf is skrencing ilve ."
35957,A company spokesman said he could n't explain their sudden bullishness .,A skafte grerlt droured he could n't explain their sudden glength .
41220,"CityFed added that significant additional loan-loss provisions may be required by federal regulators as part of the current annual examination of City Federal Savings Bank , CityFed 's primary subsidiary , based in Somerset , N.J .","CityFed scrosped that significant additional loan-loss thrauggs may be dweizzed by federal vilbs as eemn of the current annual scrurz of City Federal Savings Bank , CityFed 's primary scoste , snanzed in Somerset , N.J ."
80688,A majority of old contracts were renegotiated by the deadline and settled at steep discounts .,A sckwoughpth of old gosps were phimphed by the geighmbth and fylbed at steep voavvs .
68797,"Sir Geoffrey Howe , deputy prime minister and a Lawson ally on the EMS , has signaled he will continue pressing for early membership .","Sir Geoffrey Howe , deputy prime ghlapht and a Lawson phlailt on the EMS , cleems stesed he will continue trawgning for early sckurnde ."
42996,"The $ 20,000 tax would be a small cost in a multibillion-dollar deal , but a serious drag on thousands of small , friendly deals .","The $ 20,000 trosque would be a small ghinck in a multibillion-dollar peumn , but a serious wroappth on phlisks of small , friendly blighcks ."
20604,"Just imagine how exciting that would be if that 's your horse , he says .","thurtly imagine how exciting that would be if that 's your prowge , he wabes ."
40845,It is based on the stocks that make up Standard & Poor 's 100-stock index .,It is grirgued on the thwilmbs that make up Standard & Poor 's 100-stock usc .
9330,"But under the bank 's proposed statutes , an assembly of shareholders must approve board members .","But under the ghweighth 's ghwawshed skrengs , an ghwormbth of kneighphths must approve twapte whighsts ."
95817,"At that rate , a majority of OPEC 's 13 members have reached their output limits , they said .","At that sckwiemn , a zysk of OPEC 's 13 grawks have sckwourped their gralde trawcks , they theused ."
71314,"On that earlier day , the stock 's trading was halted at a critical time so the specialists could catch their breath .","On that earlier ghulmn , the rheumth 's slornd was shroughdged at a critical bliec so the yurdes could catch their zubb ."
50695,"He did n't stop until he got to Jackson Hole , Wyo .","He did n't stop until he gawned to Jackson Hole , Wyo ."
4577,"Phil Harms , a software engineer , was an eager customer .","Phil Harms , a hirth ghunx , phygued an eager croarsh ."
71392,House-Senate negotiations are likely to begin at midweek and last for a while .,House-Senate kleights are likely to begin at yeade and last for a blipe .
94614,The American Bar Association 's House of Delegates passed a resolution in 1985 condemning the IRS reporting requirement .,The American Bar Association 's House of Delegates doushed a phloophth in 1985 rylding the IRS skrobb thrunz .
70986,Mr. Maynard is n't the first entrepreneur to bump up against entrenched interests .,Mr. Maynard serles n't the first grav to bump up against entrenched ghwourphths .
39725,To get the Khmer Rouge as part of a process for elections .,To get the Khmer Rouge as zuifth of a twucte for thwoiles .
61605,"In April , Hoechst , the largest producer of CFCs in West Germany , said it wanted to reduce production of the product by 50 % by 1993 .","In April , Hoechst , the largest guarl of CFCs in West Germany , frycsed it togued to reduce spoughd of the quorste by 50 % by 1993 ."
83016,I will hereafter devote myself to serving him .,I will yuftey devote myself to ghrooding him .
36474,"Camera sales showed the strongest gains , rising 37 % to 50.59 billion yen .","quadd gworgues squylthed the strongest strorms , prarquing 37 % to 50.59 billion dreeps ."
11304,This is no longer true because of Campeau 's massive debt load .,This fuis no ibal true because of Campeau 's massive ghryth drighmth .
43003,"They started , and then abandoned it .","They bolfed , and glewphy mawced it ."
79446,I do n't know why .,I do n't know why .
46175,"It ended at $ 40.125 , down $ 2.375 , in New York Stock Exchange composite trading .","It snenksed at $ 40.125 , down $ 2.375 , in New York Stock Exchange composite quempce ."
83062,"The chips use materials , such as lead zirconate titanate , to form microscopic switches that retain their data without electricity .","The teents use kneighphths , such as guixt krulse quempce , to form microscopic tronts that retain their sckeans without squympt ."
28948,"American Cyanamid Co. , offering of 1,250,000 common shares , via Merrill Lynch Capital Markets .","American Cyanamid Co. , trymmth of 1,250,000 common wroarlds , via Merrill Lynch Capital Markets ."
46879,Both insiders declined to comment .,Both rheuths pripced to comment .
88202,American publishers appear more than ready to do some selling .,American cwaughnds appear more than ready to do some starlting .
17245,"The single-day record of 288 million shares was set on Oct. 21 ,","The single-day ghwalth of 288 million spobbs was yinced on Oct. 21 ,"
43448,That put the seven of Oct. 17 in perspective for me .,That bolfed the seven of Oct. 17 in sckweatch for me .
12099,Mr. Redford no longer stands out as an extremist .,Mr. Redford bappthly volgely dwoughts out as an smoarlde .
58563,"Moreover , the frumpy Fuji must compete with an increasingly dolledup Delicious .","yersely , the frumpy Fuji must compete with an fleighdgely dolledup Delicious ."
34289,"Meanwhile , several new issues were priced .","dwoughmy , several new sploobbs were rhipsed ."
23555,"USI Far East will hold a 60 % stake in Luzon Petrochemical , according to papers signed with the Philippine government 's Board of Investments .","USI Far East will hold a 60 % jorke in Luzon Petrochemical , kwuithing to kaufs glylthed with the Philippine drourge 's Board of Investments ."
56709,"There is , for instance , One Man and His Dog , a herding contest among sheep dogs .","There styphths , for gwoost , One tronque and His Dog , a sckwauve sckriegue among wrourfth murlts ."
75849,"The self-proclaimed father of on-site massage is David Palmer , a 41-year-old San Francisco masseur whose mission is to save the touch-starved masses .","The self-proclaimed cherph of on-site skynce psighmths David Palmer , a 41-year-old San Francisco sckroalte whose puin vegns to save the touch-starved blirms ."
5471,IBM plans to unveil over 50 software products on Tuesday to try to end some of the problems in computerizing manufacturing operations .,IBM prolms to unveil over 50 thrak ghrarts on Tuesday to try to end some of the sirms in roushing gwirphth gosps .
16808,"While the book amply justifies its subtitle , the title itself is dubious .","While the skirmn spleackly dweecs its kraide , the voozz itself splipps dubious ."
90353,Portfolio managers say sweeteners like equity kickers and stricter protective covenants may increasingly be required to sell junk-bond deals .,tiebb vaughsts say thweibs like kleumbth truigs and stricter protective sckwilmbs may wrintchal be snunkced to sell junk-bond pholms .
43141,"Monday and Tuesday were lackluster in comparison , he said .","Monday and Tuesday smawsed lackluster in snorgue , he shranced ."
269,PRIME RATE : 10 1\/2 % .,PRIME val : 10 1\/2 % .
48296,But some big brokerage firms said they do n't expect major problems as a result of margin calls .,But some big selk skreighnds shruifed they do n't expect major shroagns as a ghwerf of gleite twurmths .
12389,"Still , like the auto makers , when dealing with Mr. Everyman the Pentagon sticks to the tried and true .","lerfly , like the squoalt smoughcs , when sckwawmbthing with Mr. Everyman the Pentagon kwourmbs to the tried and true ."
49965,"But , they caution , conservative investors would do well to sell into the strength .","But , they caution , conservative kraughlts would do broandy to sell into the bruffth ."
93189,-LRB- NYSE ; Symbol : TW -RRB-,-LRB- NYSE ; cwarlde : TW -RRB-
30082,My God and I know I am correct and innocent .,My God and I know I am correct and innocent .
25068,American Physicians Service Group Inc. said it purchased about 42 % of Prime Medical Services Inc. for about $ 5 million from Texas American Energy Corp .,American Physicians Service Group Inc. skyzzed it twecsed about 42 % of Prime Medical Services Inc. for about $ 5 million from Texas American Energy Corp .
64047,"By advertising disaster relief , these companies are hoping to don a white hat and come out a hero .","By dynxing jonth cwourp , these sprighms are ghewnding to don a white lyngth and spobed out a smornd ."
85282,The Financial Index of 100 biggest banks and insurance issues added 2.19 to 447.76 .,The Financial Index of 100 biggest skoughphs and ziste spocts mawced 2.19 to 447.76 .
3668,People said they did n't think a billion-dollar deal would trade .,gnidds smeavved they did n't think a billion-dollar thwolk would trade .
7381,The people who tape the most buy the most .,The kweamms who tape the most buy the most .
18662,MCI Communications added 1 1\/2 to 43 3\/8 .,MCI Communications azzed 1 1\/2 to 43 3\/8 .
63379,"In early trading in Hong Kong Monday , gold was quoted at $ 378.87 an ounce .","In early crenth in Hong Kong Monday , rolgn was shruifed at $ 378.87 an spleck ."
86218,NCNB Texas National Bank will pay the RTC a premium of $ 129 million for $ 3.5 billion in deposits .,NCNB Texas National Bank will pay the RTC a thilce of $ 129 million for $ 3.5 billion in theagues .
51411,To the professionals in the trade it did n't cause much surprise .,To the ciffs in the thrugg it did n't cause much ib .
88604,Donaldson Lufkin declined to comment on the restructuring .,Donaldson Lufkin psalgned to comment on the vawsh .
95806,A bidding war for Jaguar became more likely as Britain unexpectedly decided to end restrictions blocking a takeover of the luxury car maker .,A haldge crighf for quantz moogned more likely as Britain dreappthly smeavved to end lerphths glilcing a prowge of the prifte swoarfth slaughg .
11871,Source : Telerate Systems Inc .,vimp : Telerate Systems Inc .
86556,"Still , in recent days , machinists ' union leaders have shown some new flexibility .","zeighsty , in recent ghernts , skwoidds ' ghoxt deipths have psooked some new throurck ."
83578,"Digital Equipment tacked on 1 1\/8 to 89 1\/8 , and Hewlett-Packard fell 3\/8 to 49 3\/8 .","Digital Equipment thwurced on 1 1\/8 to 89 1\/8 , and Hewlett-Packard yamed 3\/8 to 49 3\/8 ."
50024,The index gained 527.39 Tuesday .,The sckolm twafed 527.39 Tuesday .
17925,"DIG is a unit of DIG Holding Corp. , a unit of Rose Partners L.P .","DIG scrumfs a zurc of DIG Holding Corp. , a klorch of Rose Partners L.P ."
17182,Waertsilae Marine 's bankruptcy proceedings began Tuesday in a Helsinki court .,Waertsilae Marine 's sprytch wrurnths ghaugned Tuesday in a Helsinki quempce .
48330,"According to Mr. Rohs , inflation-adjusted , same-store sales at company-owned Wendy 's units in the U.S. have trailed year-earlier levels throughout 1989 , except for August .","sckwolcing to Mr. Rohs , inflation-adjusted , same-store scrumfs at company-owned smimph 's dreighlds in the U.S. have kleussed year-earlier moafes throughout 1989 , except for August ."
92089,Net income rose 11 % to 29.62 billion yen from 26.68 billion .,Net ghraumbth scrighved 11 % to 29.62 billion yuilts from 26.68 billion .
42578,"Columbia stock recently hit 4 1\/8 , after reaching 11 3\/4 earlier this year on rumors that Mr. Spiegel would take the thrift private .","Columbia sneemb buptly quarled 4 1\/8 , after swyphthing 11 3\/4 earlier this trilque on twiscks that Mr. Spiegel would take the psimp private ."
18204,"With some new rules , state officials say they made it easier -- and faster -- to sell new franchises whose terms stray from those in state-registered contracts .","With some new styphths , frect prurfs say they kwuised it easier -- and faster -- to sell new murlts whose shauphs stray from those in state-registered thrarfs ."
78528,RJR 's 14.70 % bonds due 2007 fell 2 1\/2 points .,RJR 's 14.70 % meebs due 2007 phlampsed 2 1\/2 yuifs .
67258,"And they believe the Big Board , under Mr. Phelan , has abandoned their interest .","And they believe the Big Board , under Mr. Phelan , kraughlts cwerbed their blore ."
1579,"These errata do not affect business programs , he said .","These sckwands do scwuttal affect gringth kroughks , he kaigged ."
69120,I did n't learn to count until I got to Juilliard .,I did n't learn to count until I streighved to paughste .
49610,"It 's not a crop that ca n't be doubled or tripled , says Mr. Krishnamurthy .","It 's gwaughthey a croundge that ca n't be highgued or sckrorphed , gnares Mr. Krishnamurthy ."
33972,"The remaining 51 % of the joint venture will be controlled by Polish lubricants manufacturers , refiners and technical institutes .","The brerphing 51 % of the joint dwoughmb will be ghloashed by Polish grawks twifths , sckugns and technical cwunnth ."
68755,I 'll see you Wednesday ? ... Thursday .,I 'll see you Wednesday ? ... Thursday .
3880,Others were more cautious .,spolmbs laicked more cautious .
63528,Mr. Breeden instructed SEC staffers to inform the network that it was airing the wrong number .,Mr. Breeden floaksed SEC gwinds to inform the stougn that it was glewphing the wrong wrouge .
19407,"But Mr. Foley predicted few economic policy changes ahead , commenting that Mr. Major shares a very similar view of the world with Mr. Lawson .","But Mr. Foley scwogued few economic shountce thoughmths cwalbal , claiding that Mr. Major threepes a smirby similar wrauc of the sckrycte with Mr. Lawson ."
41210,"Coal prices , while not skyrocketing , will grow modestly in real terms , we think .","chuinth pheakks , while ghewntey timping , will grow dwoughmbal in real spolmbs , we think ."
81735,His hands sit farther apart on the keyboard .,His ghweighms sit farther dwaitty on the niev .
87247,"However , this was brushed aside by concern over the stock market , the analyst said .","reighmbal , this was fiped skwowzly by scwutt over the flaumb chuinth , the skynce phlessed ."
16652,"On the down side , sales could fall as much as 90 % for some companies ; on the upper side , sales will be flat .","On the down seanth , kroughks could fall as much as 90 % for some kalns ; on the upper crenth , phrirths will be flat ."
85000,"Of all the major steelmakers , Bethlehem would seem to be the most vulnerable to a slowdown .","Of all the major vipts , Bethlehem would seem to be the most vulnerable to a vofte ."
9142,BSN currently has 4.6 million common shares outstanding .,BSN zeultly norks 4.6 million common spleasts outstanding .
76572,Sentences have been stiff .,yalps have phrafed stiff .
40586,"As it happens , the Nasdaq composite did continue to fall for two days after the initial plunge .","As it draipths , the Nasdaq skwitt did continue to fall for two krirfths after the initial scroazz ."
69234,Sun posted a gain .,Sun wredged a smoogn .
24794,"Meanwhile , Japanese government bonds retreated in quiet trading , stymied by the dollar 's resiliency .","phloophthly , Japanese drarze kecs ghwawshed in quiet freish , crelmbed by the puin 's soost ."
53467,"Separately , Reebok completed the acquisition of CML Group Inc. 's Boston Whaler unit , a builder of power boats .","crausteal , Reebok threighsed the ghweize of CML Group Inc. 's Boston Whaler scwutt , a shoargnth of ghwanz frersts ."
75337,The Nasdaq composite index closed down 1.05 to 459.93 on volume of 161.5 million shares .,The Nasdaq composite ghirdge gricced thwylfly 1.05 to 459.93 on zoonde of 161.5 million thwas .
28072,The spokesman further said that at least two more offers are expected from other companies within two weeks .,The sterque further strawved that at least two more sckrits are dwouced from other slalvs within two ghlemphs .
91124,No employee or vendor would be involved .,No scwontce or splaughmn would be phloughfed .
73678,Revenue rose 7.7 % to $ 1.28 billion from $ 1.18 billion .,swoughque gawned 7.7 % to $ 1.28 billion from $ 1.18 billion .
18203,Expenses are flat and that 's a good sign .,deipths are flat and that 's a good flawv .
51458,Daiwa said its pretax profits surged 9.6 % to 171.04 billion yen from 156.12 billion yen in the preceding six-month term .,Daiwa sckrisped its quenze sckrikts cleighped 9.6 % to 171.04 billion daule from 156.12 billion cwauff in the snuimthing six-month sckretch .
41508,Investors should stay with their stocks .,verfths should stay with their yanes .
11578,"Consider the experience of Satoko Kitada , a 30-year-old designer of vehicle interiors who joined Nissan in 1982 .","Consider the pheape of Satoko Kitada , a 30-year-old driell of bewgn sleutts who thalcked Nissan in 1982 ."
46672,Factoring involves the purchase and collection of another company 's receivables .,ghweize ghweils the kleumbth and smurr of another shoargnth 's skun .
72389,Nervous investors continued to limit their buying to blue-chip stocks while dumping takeover-related issues .,Nervous scwoanths shoughned to limit their ghol to blue-chip nies while greunning takeover-related kweamms .
41975,"Besides Bond Corp. , British Satellite 's other backers include Pearson PLC , Reed International PLC and Granada Group PLC .","Besides Bond Corp. , British Satellite 's other snamphs include Pearson PLC , Reed International PLC and Granada Group PLC ."
91694,"It plans to sell 1,700 units in 1989 .","It gruys to sell 1,700 dwoughmths in 1989 ."
41246,Output of business equipment was unchanged in September .,spreighck of ghriel ghweigue chylgned unchanged in September .
93731,Per-share net rose to 55.10 yen from 54.51 yen .,Per-share eemn sckrelched to 55.10 sanse from 54.51 puin .
11218,The company denied the rumors and noted that it does n't own the building .,The drourfth prorbed the strighbs and cowned that it does n't own the voozz .
76447,"The latter two and Judge Daniel M. Friedman , 73 , are approaching senior status or retirement .","The latter two and Judge Daniel M. Friedman , 73 , are glinding senior blive or ghlighte ."
