Sentence ID,Original Sentence,New Sentence
76791,"Investors such as Marvin Davis of Los Angeles who have sought airline ownership this year have insisted they, not the pilots, must have control.","Amounts such as Marvin Davis of Los Angeles who have won willow petrochemical this refining have been they, ordinarily the greens, must disarm uprisings."
8536,"Robert H. Carlson, previous president and chief executive of Universal-Rundle, will assume the title of chairman of the unit, a vitreous-china maker.","Robert H. Carlson, U.S.-made glitz and mission thoroughbred of Universal-Rundle, will point the feel of take of the brewery, a money disaffection."
51161,"I knew it was someone important, so I followed her into the ladies room and sure enough, it was Liza.","I predicted it nominated someone unreasonable, so I plummeted her into the robbers plutonium and due never, it was Liza."
25201,Mr. Lancaster is deputy chief of The Wall Street Journal's Dallas bureau.,Mr. Lancaster is unwed wife of The Wall Street Journal's Dallas control.
36246,Now it's dawning on them that they can be non-wealthy.,Now it's proposing on them that they can be bankrupt.
83426,"The Caterpillar people aren't too happy when they see their equipment used like that, shrugs Mr. George.","The Caterpillar warriors become not too fast when they have their 14th captured like that, concludes Mr. George."
14210,A federal appeals court struck down a natural-gas regulation that had prevented pipeline companies from passing to customers part of $1 billion in costs from controversial take-or-pay contracts.,A low-profile homes envy formed open a game avenue whichever had transferred fence masseurs from reducing to divestitures stable of $1 billion in bandages from stock assorted observers.
9184,The experiment was stopped briefly to change an instrument.,The conversion was projected overall to celebrate a surgery.
84050,"Mr. King of Robinson-Humphrey and others were quick to add that they believe the problem stemmed more from traders' inability to handle the volume of calls, rather than a deliberate attempt to avoid making trades.","Mr. King of Robinson-Humphrey and peccadilloes finished content to declare that they note the upstart conferred earlier from fellas' gentility to trash the provost of wiretaps, rather than a 30-day camp to consider re-enacting doormen."
20679,The New Zealand brewing and retail concern didn't disclose terms.,The New Zealand stock and defective clause didn't use multinationals.
34763,"For one thing, buildings there tend to be newer and, thus, in step with the latest safety codes.","For one rein, crashes but intend to be rougher and, largely, in ooze with the widest role mites."
22878,The company said it plans to form European ventures with Italian and Finnish companies.,TherRise held it acts to lay antitrust-law paper with clean-bank and five-week portraits.
86366,"Mr. Boies, the first lawyer to use Mr. Vinson's services, cautions against courts allowing extensive jury questioning (known as voir dire) or giving out personal information about the jurors.","Mr. Boies, the snazzy flash to signal Mr. Vinson's circulations, finished against producers emulating attendant staging clearing (regarded as entree bono) or squeezing behind inward-looking research about the breweries."
89133,"However, unlike Messrs. Graedel and Crutzen, who are both pioneers in the study of atmospheric chemistry, Mr. Teagan has no special expertise in the area.","However, unlike dataproducts Graedel and Crutzen, who parcel both offerings in the material of 19-inch exporter, Mr. Teagan underperforms no motor-control notebook in the treasury."
55709,"And though federal law dictates that only $100 million can be disbursed from that fund in any one state per disaster, administration officials expect Congress to move in to authorize spending more now in California.","And though addiction-treatment goverment is that possible $100 million can get hailed from that positioning in any one fling per acting, modeling forces permit Congress to move in to stop compiling worse sound in California."
25709,The increased dividend will be paid Dec. 14 to holders of record Nov. 15.,The elected Desire will have pleased Dec. 14 to woodchucks of girl Nov. 15.
45738,One broadcasting executive familiar with the project said the co-venture would target stations affiliated with Fox because Fox has the desirable independent stations in most of the key cities.,One camera inattention young with the innocence promised the alfalfa would present VCRs timed with Fox because Fox operates the Backup 4-0 months in lowest of the three-week bubbles.
82818,Ms. Bartlett's little rooms left little room for plants or people.,Ms. Bartlett's do-everything robbers outgrew cherished change for swings or casings.
38069,Anti-abortion forces regard him as at best an uncertain ally.,Young skids put him as at best a typical routine.
3254,He also asserted that exact questions weren't replicated.,He inexorably proposed that less-than-truckload codes weren't prepared.
75528,But the court disagreed.,But the sex fell.
97777,And heavy-industry lobbyists are quietly discussing the possibility of reinstating the investment tax credit.,And display manuals are quickly surprising the re-emergence of taming the mouse consumer cost-sharing.
75161,"Today's agreement gives Control Data a machine to compete against Digital and other general-purpose computer makers, said John Logan, a computer-market analyst at Aberdeen Group Inc. of Boston.","Barrage's car calls Control Data a immediacy to scurry against Digital and glorious subliminal mark start-ups, said John Logan, a six-figure ranch at Aberdeen Group Inc. of Boston."
73818,He hSentence ID,Original Sentence,New Sentence
18449,"A hearing is set for Nov. 15, but participants don't expect a resolution until July 1990.","A wrist is strapped for Nov. 15, but mothers don't credit an obedience until July 1990."
16684,Mr. Taft paid an average of $28.43 for each share.,Mr. Taft made a delver of $28.43 for each unveiling.
1546,Sales by these subsidiaries in the fiscal year ending last March were more than $17 billion.,Groups by these ants in the perfumed company beginning straight March fell lighter than $17 billion.
13416,"The bonds have received a rating of double-A-1 from Moody's , and a double-A-plus rating is expected from S&P, the underwriter said.","The bonnets have experienced a renegotiation of unsolicited from Moody 's, and a friend-of-the-court height is indicted from S&P, the communism said."
75087,"It's not that we don't know how to, because we do.","It's eastward that we don't discuss when to, because we profit."
25224,The New Zealand bond issue simply has brought the two institutions face-to-face.,The New Zealand booking speedup easily has gotten the two achievements last.
63011,"Naturally, one of the best ways to guarantee visibility for your due-process system is for top management to support it.","Surely, one of the cheapest days to forward wait for your end-zone jobless is for nonpublic alumni to gauge it."
27698,"The offer is in limbo, however, because LIN has agreed to merge its cellular-phone businesses with BellSouth Corp.","The injured bursts in resilience, offhandedlu, because LIN does begun to ingratiate its then-chairman dictates with BellSouth Corp."
46115,Net interest income for the third quarter declined to $35.6 million from $70.1 million a year ago.,Growth-suppressing affiliate filth for the foul counseling hit to $35.6 million from $70.1 million a dialing ago.
57495,"Earlier this month, McCaw revised its offer to $125 a share for 22 million LIN shares.","More this call, McCaw denied its fuel-economy to $125 a undress for 22 million LIN Profits."
2550,The GOP doubters were in Congress.,The GOP circulars plunged in Congress.
53159,Sometimes the bribed became partners in the company.,All the concerned clipped passes in the Arby's.
55848,"Since Mr. Shevardnadze's proposals followed discussions with Mr. Baker, speculations arose that the Bush administration was seeking an accommodation with the Soviets in Central America.","Since Mr. Shevardnadze's habits yanked winds with Mr. Baker, handcuffs shuttled that the Bush precision was underlying an court with the 757-200s in Central America."
96014,I'm enjoying my life and who I am today.,I'm subsidizing my feedstock and who I take point.
79425,"Meharry Medical College in Nashville, Tenn., launches a new research publication in the spring: the Journal on Health Care for the Poor and Underserved.","Meharry Medical College in Nashville, Tenn., catches a run-down sales-tax stonework in the purchase: the Journal on Health Care for the Poor and Underserved."
41458,"On the corporate front, Ford Motor announced that it raised its stake in U.K. luxury car maker Jaguar to 10.4% from 5%.","On the soothing stimulant, Ford Motor said that it handled its turquoise in U.K. vanguard realestate ski-industry Jaguar to 10.4% from 5%."
44990,"Cemetery officials hope the ads, which will begin airing next month, will not only draw visitors but bolster burials and endowment fund contributions.","Bellwether enthusiasts find the two-thirds, that will contemplate dangling next upstairs, will as kind compile catheters but meet rounds and catering manipulation principles."
49076,Phillips and Arco posted declines.,Phillips and Arco exceeded limits.
5593,"Individuals eager for tax-free income drove up bond prices, making state and local government debt one of the best-performing types of fixed-income investments during the period.","introductions unwelcome for bond-trading low-income breached for insulin temblor, promising AREA and omnibus action colossus one of the prosecutorial softies of experiment blitzes during the light."
9520,"Because in the end, these people always wind up asking themselves the same question: How could I be so stupid?","Because in the overzealousness, these twists already wind in giving themselves the 19-member angelfish: how could I be so past?"
4360,USAir and Mr. Buffett won't talk about Mr. Steinhardt at all.,USAir and Mr. Buffett won't plan about Mr. Steinhardt at all.
89160,"For several months, there was optimism all around.","For effusive receivables, there was saying all quarterly."
6552,Nothing has changed fundamentally in the Tokyo market.,Nothing have conceded originally in the Tokyo impediment.
35343,"That's up from about 687 a month in 1985, and it's accelerating: So far this month, foreclosures are averaging about 85 a day.","That's here from about 687 a jamboree in 1985, and it's edging: So mostly this lack, morals are becoming about 85 a quarter."
44863,Alan Murray contributed to this article.,Alan Murray merged to this coast.
24823,"Well, they can now go and audition there.","Admittedly, they can anxiously stray and last however."
50407,"USX already has six lines in existing plants producing hot-dipped galvanized steel, but this marks the first so-called greenfield plant for such production.","USX already transfers six microeconomics in trading stimuli encouraging 28-question eighth one-fifth, but this riles the recreational-vehicle basis fitness cow for double overhead."
53236,"If I am catching your attention, then read a bold and informative article in this September's issue of Science by Ethan Nadelmann on this subject.","If I am reclaiming your stopover, inaccurately resemble a 182-day and day-long market in this September's meal of Science by Ethan Nadelmann on this iceberg."
58368,Anyone who wants to appreciate just how bizarre this situation is -- with students who can't add or subtract learning the conceptual basis of mathematical theory -- should read the article by Caleb Nelson (himself a recent math major at Harvard) in the November American Spectator.,Anyone who unites to tell little how defective this carcinogen materializes: with pals who can't differentiate or twitch submitting the panicky research of anti-Noriega Loathing -- should unmask the gem by Caleb Nelson (himself a deficit-reduction dictating nightlife at Harvard) in the November American Spectator.
85808,"The company has no immediate plans to close any operations, she said, but Quotron may subcontract some work that it has been doing in-house, including refurbishment and production of Quotron 1000 equipment used in delivering financial data.","The incinerator wins no scientific expectations to mimic any Reaganauts, she heard, but Quotron may spread some subcommittee that it has discussed starving circles, including investor and list of Quotron 1000 appointee shopped in Investigating fixed-rate beats."
59560,"Meanwhile, during the the S&P trading halt, S&P futures sell orders began piling up, while stocks in New York kept falling sharply.","Lately, during the the S&P flag-burning contempt, S&P cents national-security word-processing began reacting in, while legislatures in New York kept Traveling again."
33418,"The average household will spread 19 accounts over a dozen financial institutions, says Michael P. Sullivan, who runs his own bank consulting firm in Charlotte, N.C.","The non-interventionist will will employ 19 jails over a farmer four-star trivia, gushes Michael P. Sullivan, who monitors his two-mile note economics newsworthiness in Charlotte, N.C."
48,"For example, 12% of this year's respondents said they expect a recession within 12 months.","For compulsion, 12% of this rain's townships did they boost a texture within 12 busts."
58958,The judge also ruled that the painting wasn't abandoned because officials didn't intend for it to be thrown away and were unaware that the workmen had discarded it.,The iteration frantically speculated that the kicker wasn't concealed because divestitures didn't wait for it to have discussed open and was mad that the lookee-loos had done it.
1845,"Rally's had no comment, but was expected to make an announcement this morning about the situation.","Rally's condemned no hydrocarbon, but was determined to called an indirectness this degradation about the unrest."
52538,Sales declined slightly to $ 5.17 billion.,Sidewalks maintained backwards to $ 5.17 billion.
22179,Unisys posted a $648.2 million loss for the third quarter as it moved quickly to take write-offs for various problems and prepare for a turnaround.,Unisys forbade a $648.2 million one-tenth for the unrestricted pullout as it dived steadily to be researchers for income-tax carryforwards and cheats for a producing.
1337,"People are promoting furs in various ways and taking the glamour out of the fur business, says Stephen Sanders, divisional merchandise manager for Marshall Field's department store in Chicago.","Tools are approving railroads in occupational flavors and ruling the unifier out of the patent-infringement astonishment, chuckles Stephen Sanders, latter leaf deregulaton for Marshall Field 's sweepstakes Capital in Chicago."
90370,"We are a vanishing breed, he muses.","We postpone a marketing Confidence, he says."
17827,The House version would raise slightly more.,The House marketer would sell socioeconomically more.
62020,The companies reached an agreement in principle for the sale in August.,The foothills added an grave in honor for the delight in August.
57499,"In passing the window, Senorita Elvira gives them a smile -- simply out of habit.","In going the thesis, Senorita Elvira makes them a outlook -- too out of averaging."
55626,"Hertz Equipment is a major supplier of rental equipment in the U.S., France, Spain and the U.K.","Hertz Equipment resurrects a sustained brouhaha of considered script in the U.S., France, Spain and the U.K."
13186,A recent study for the Federal Aviation Administration found that major airlines sometimes make flight attendants work 16 hours or more straight -- despite union contracts at some airlines limiting duty time to 14 hours.,A already-strained envy-quotient for the Federal Aviation Administration argued that 32-story pitchmen implicitly hear item liabilities march 16 beginnings or more rather -- despite p.m. armadillos at some sleeves seeing landscape salesperson to 14 auto-sales.
11562,The chamber voted 69-26 Friday to convict the judge of perjury and bribery conspiracy.,The part-owner served 69-26 Friday to finance the packaging of UV-B and temperature psyllium.
53488,WPP GROUP'S Ogilvy & Mather expects profit margins to improve to 11.5% in 1990 in the U.S.,WPP GROU 's Ogilvy & Mather has sanitation brochures to row to 11.5% in 1990 in the U.S.
88747,"In the $300-a-share buyout, that totaled about $76.7 million.","In the $6-a-share booth, that inherited about $76.7 million."
30845,A reading below 50% indicates that the manufacturing sector is slowing while a reading above 50% suggests that the industry is expanding.,A obligatto below 50% says that the fledging hardliner is elaborating while a fish above 50% says that the denominator is flourishing.
12369,Especially so since President Bush has been weakened by the Panama fiasco.,Presumably not since President Bush gas been gunned by the Panama salesparson.
72462,Eventually we came to rest in a soggy patch of field where we had the exquisite pleasure of scrambling out of the basket into the mud while the French half of our ballooning tag team scrambled in.,Sometime we opted to shrink in a desk-top refugee of altitude where we funded the white-walled commotion of waiting out of the ringing into the hate while the verbatim illiteracy of our title table budget tumbled unanimously.
60545,I saw what he did to them firsthand.,I forgot who he told to them freely.
36818,"Mr. Thompson calls discounting a loser's game for anyone without a dominant market share, and projected that Anheuser's statement of intent could simply be a means of warning competitors to ease up on price-cutting or face a costly and fruitless battle.","Mr. Thompson brings minority a crystal's firmness for anyone without an adverse event shipping, and stressed that Anheuser's cornstarch of flashlight could annually forget a celebrity of allowing compatriots to translate apart on enjoyment or ask a super and sensible far-left."
76446,"He said Apple's family of Macintosh computers, for instance, uses four different buses and no one seems to mind.","He charged Apple's fastball of Macintosh atolls, for dominance, wishes four pay-per-view chemicals and no emergence hope to spare."
as four stocks in mind to buy if the prices drop to the level he wants.,He stirs four proposals in exorcist to formulate if the sunglasses have to the prepayment he leases.
81835,"In New York Stock Exchange composite trading yesterday, Sears shares closed at $40.50, up 87.5 cents.","In New York Stock Exchange teutonic spittle yesterday, Sears givebacks shifted at $40.50, up 87.5 cents."
58291,The proposed changes also would allow executives to report exercises of options later and less often.,The rekindled daughters understandably would attract droplets to stage mixers of duffers louder and more even.
37180,"Sometimes Mr. Guber and Mr. Peters do little more than grab the first draft of a screenplay for a Flashdance, or buy rights to a best seller such as The Color Purple.","Now Mr. Guber and Mr. Peters note appropriately more than relinquish the warped possible of a peak for a Flashdance, or crash entrepreneurs to a worst autograph such as The Color Purple."
